query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_17_FIN_01,FIN,17,1,1,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[55],['Shetland-2016-2017:p0055_000'],['Shetland-2016-2017']
Q_17_FIN_01,FIN,17,1,3,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[55, 6, 77]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0077']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_01,FIN,17,1,5,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[55, 6, 77, 39, 76]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0077', 'Shetland-2016-2017:table_ocr_p0039', 'Shetland-2016-2017:p0076_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_01,FIN,17,1,10,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,0.0,"[55, 6, 77, 39, 76, 7, 70, 37, 49]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0077', 'Shetland-2016-2017:table_ocr_p0039', 'Shetland-2016-2017:p0076_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_02,FIN,17,2,1,number,Shetland-2016-2017,,,[70],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[70],['Shetland-2016-2017:p0070_003'],['Shetland-2016-2017']
Q_17_FIN_02,FIN,17,2,3,number,Shetland-2016-2017,,,[70],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[70, 31, 3]","['Shetland-2016-2017:p0070_003', 'Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:p0003_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_02,FIN,17,2,5,number,Shetland-2016-2017,,,[70],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[70, 31, 3, 53, 76]","['Shetland-2016-2017:p0070_003', 'Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0053_000', 'Shetland-2016-2017:p0076_001']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_02,FIN,17,2,10,number,Shetland-2016-2017,,,[70],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.2,1.0,0.0,"[70, 31, 3, 53, 76, 25, 77, 39]","['Shetland-2016-2017:p0070_003', 'Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0053_000', 'Shetland-2016-2017:p0076_001']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_03,FIN,17,3,1,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[6],['Shetland-2016-2017:table_ocr_p0006'],['Shetland-2016-2017']
Q_17_FIN_03,FIN,17,3,3,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[6, 38, 7]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0038', 'Shetland-2016-2017:p0007_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_03,FIN,17,3,5,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[6, 38, 7, 55, 56]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0038', 'Shetland-2016-2017:p0007_000', 'Shetland-2016-2017:p0055_001', 'Shetland-2016-2017:table_ocr_p0056']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_03,FIN,17,3,10,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,1.0,"[6, 38, 7, 55, 56, 39, 76, 43, 4]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0038', 'Shetland-2016-2017:p0007_000', 'Shetland-2016-2017:p0055_001', 'Shetland-2016-2017:table_ocr_p0056']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_05,FIN,17,5,1,text,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[6],['Shetland-2016-2017:table_ocr_p0006'],['Shetland-2016-2017']
Q_17_FIN_05,FIN,17,5,3,text,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[6, 70, 3]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:p0070_002', 'Shetland-2016-2017:p0003_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_05,FIN,17,5,5,text,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,1.0,"[6, 70, 3, 75]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:p0070_002', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0075_001', 'Shetland-2016-2017:p0003_001']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_05,FIN,17,5,10,text,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,1.0,"[6, 70, 3, 75, 20, 4, 56, 17, 67]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:p0070_002', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0075_001', 'Shetland-2016-2017:p0003_001']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_06,FIN,17,6,1,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[6],['Shetland-2016-2017:table_ocr_p0006'],['Shetland-2016-2017']
Q_17_FIN_06,FIN,17,6,3,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[6, 39, 7]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0039', 'Shetland-2016-2017:p0007_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_06,FIN,17,6,5,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[6, 39, 7, 42, 76]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0039', 'Shetland-2016-2017:p0007_000', 'Shetland-2016-2017:p0042_002', 'Shetland-2016-2017:p0076_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_06,FIN,17,6,10,number,Shetland-2016-2017,,,[6],,hit,0,0.0,[],1.0,0.1,1.0,1.0,0.1,1.0,1.0,"[6, 39, 7, 42, 76, 4, 19, 11, 70, 21]","['Shetland-2016-2017:table_ocr_p0006', 'Shetland-2016-2017:table_ocr_p0039', 'Shetland-2016-2017:p0007_000', 'Shetland-2016-2017:p0042_002', 'Shetland-2016-2017:p0076_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_07,FIN,17,7,1,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[55],['Shetland-2016-2017:p0055_000'],['Shetland-2016-2017']
Q_17_FIN_07,FIN,17,7,3,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[55, 77, 76]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0077', 'Shetland-2016-2017:p0076_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_07,FIN,17,7,5,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,0.0,"[55, 77, 76, 37]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0077', 'Shetland-2016-2017:p0076_000', 'Shetland-2016-2017:p0076_001', 'Shetland-2016-2017:table_ocr_p0037']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_FIN_07,FIN,17,7,10,number,Shetland-2016-2017,,,[55],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,0.0,"[55, 77, 76, 37, 6, 42, 4, 39]","['Shetland-2016-2017:p0055_000', 'Shetland-2016-2017:table_ocr_p0077', 'Shetland-2016-2017:p0076_000', 'Shetland-2016-2017:p0076_001', 'Shetland-2016-2017:table_ocr_p0037']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_STF_01,STF,17,1,1,number,Shetland-2016-2017,,,[31],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[31],['Shetland-2016-2017:table_ocr_p0031'],['Shetland-2016-2017']
Q_17_STF_01,STF,17,1,3,number,Shetland-2016-2017,,,[31],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[31, 29, 25]","['Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:table_ocr_p0029', 'Shetland-2016-2017:p0025_001']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_STF_01,STF,17,1,5,number,Shetland-2016-2017,,,[31],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[31, 29, 25, 3, 14]","['Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:table_ocr_p0029', 'Shetland-2016-2017:p0025_001', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0014_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_STF_01,STF,17,1,10,number,Shetland-2016-2017,,,[31],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,1.0,"[31, 29, 25, 3, 14, 39, 17, 4, 7]","['Shetland-2016-2017:table_ocr_p0031', 'Shetland-2016-2017:table_ocr_p0029', 'Shetland-2016-2017:p0025_001', 'Shetland-2016-2017:p0003_000', 'Shetland-2016-2017:p0014_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_OPS_01,OPS,17,1,1,number,Shetland-2016-2017,,,[8],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[8],['Shetland-2016-2017:p0008_003'],['Shetland-2016-2017']
Q_17_OPS_01,OPS,17,1,3,number,Shetland-2016-2017,,,[8],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[8, 4]","['Shetland-2016-2017:p0008_003', 'Shetland-2016-2017:p0008_002', 'Shetland-2016-2017:p0004_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_OPS_01,OPS,17,1,5,number,Shetland-2016-2017,,,[8],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.0,"[8, 4, 21]","['Shetland-2016-2017:p0008_003', 'Shetland-2016-2017:p0008_002', 'Shetland-2016-2017:p0004_000', 'Shetland-2016-2017:p0021_003', 'Shetland-2016-2017:p0008_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
Q_17_OPS_01,OPS,17,1,10,number,Shetland-2016-2017,,,[8],,hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.4,1.0,0.0,"[8, 4, 21, 10, 70, 42, 55]","['Shetland-2016-2017:p0008_003', 'Shetland-2016-2017:p0008_002', 'Shetland-2016-2017:p0004_000', 'Shetland-2016-2017:p0021_003', 'Shetland-2016-2017:p0008_000']","['Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017', 'Shetland-2016-2017']"
