query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_22_FIN_01,FIN,22,1,1,number,Shetland-2021-2022,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[6],['Shetland-2021-2022:p0006_000'],['Shetland-2021-2022']
Q_22_FIN_01,FIN,22,1,3,number,Shetland-2021-2022,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[6, 2, 20]","['Shetland-2021-2022:p0006_000', 'Shetland-2021-2022:p0002_001', 'Shetland-2021-2022:p0020_003']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_FIN_01,FIN,22,1,5,number,Shetland-2021-2022,,,[6],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[6, 2, 20, 62, 21]","['Shetland-2021-2022:p0006_000', 'Shetland-2021-2022:p0002_001', 'Shetland-2021-2022:p0020_003', 'Shetland-2021-2022:p0062_002', 'Shetland-2021-2022:p0021_001']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_FIN_01,FIN,22,1,10,number,Shetland-2021-2022,,,[6],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.2,1.0,0.0,"[6, 2, 20, 62, 21, 93, 7, 70]","['Shetland-2021-2022:p0006_000', 'Shetland-2021-2022:p0002_001', 'Shetland-2021-2022:p0020_003', 'Shetland-2021-2022:p0062_002', 'Shetland-2021-2022:p0021_001']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_01,STF,22,1,1,number,Shetland-2021-2022,,,[70],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[70],['Shetland-2021-2022:p0070_000'],['Shetland-2021-2022']
Q_22_STF_01,STF,22,1,3,number,Shetland-2021-2022,,,[70],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[70, 66, 6]","['Shetland-2021-2022:p0070_000', 'Shetland-2021-2022:p0066_001', 'Shetland-2021-2022:p0006_001']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_01,STF,22,1,5,number,Shetland-2021-2022,,,[70],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[70, 66, 6, 4, 162]","['Shetland-2021-2022:p0070_000', 'Shetland-2021-2022:p0066_001', 'Shetland-2021-2022:p0006_001', 'Shetland-2021-2022:p0004_000', 'Shetland-2021-2022:p0162_000']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_01,STF,22,1,10,number,Shetland-2021-2022,,,[70],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,0.0,"[70, 66, 6, 4, 162, 17, 5, 36]","['Shetland-2021-2022:p0070_000', 'Shetland-2021-2022:p0066_001', 'Shetland-2021-2022:p0006_001', 'Shetland-2021-2022:p0004_000', 'Shetland-2021-2022:p0162_000']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_03,STF,22,3,1,number,Shetland-2021-2022,,,[16],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[16],['Shetland-2021-2022:p0016_000'],['Shetland-2021-2022']
Q_22_STF_03,STF,22,3,3,number,Shetland-2021-2022,,,[16],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[16, 25]","['Shetland-2021-2022:p0016_000', 'Shetland-2021-2022:p0016_001', 'Shetland-2021-2022:p0025_001']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_03,STF,22,3,5,number,Shetland-2021-2022,,,[16],,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,0.0,"[16, 25, 135, 62]","['Shetland-2021-2022:p0016_000', 'Shetland-2021-2022:p0016_001', 'Shetland-2021-2022:p0025_001', 'Shetland-2021-2022:p0135_000', 'Shetland-2021-2022:p0062_002']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
Q_22_STF_03,STF,22,3,10,number,Shetland-2021-2022,,,[16],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.2,1.0,0.0,"[16, 25, 135, 62, 26, 6, 9, 32, 7]","['Shetland-2021-2022:p0016_000', 'Shetland-2021-2022:p0016_001', 'Shetland-2021-2022:p0025_001', 'Shetland-2021-2022:p0135_000', 'Shetland-2021-2022:p0062_002']","['Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022', 'Shetland-2021-2022']"
