query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_23_FIN_02,FIN,23,2,1,number,Shetland-2022-2023,,,[21],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[21],['Shetland-2022-2023:p0021_000'],['Shetland-2022-2023']
Q_23_FIN_02,FIN,23,2,3,number,Shetland-2022-2023,,,[21],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[21, 140, 70]","['Shetland-2022-2023:p0021_000', 'Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0070_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_02,FIN,23,2,5,number,Shetland-2022-2023,,,[21],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[21, 140, 70, 12, 76]","['Shetland-2022-2023:p0021_000', 'Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0070_001', 'Shetland-2022-2023:p0012_001', 'Shetland-2022-2023:p0076_000']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_02,FIN,23,2,10,number,Shetland-2022-2023,,,[21],,hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.1,1.0,0.0,"[21, 140, 70, 12, 76, 73, 5]","['Shetland-2022-2023:p0021_000', 'Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0070_001', 'Shetland-2022-2023:p0012_001', 'Shetland-2022-2023:p0076_000']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_03,FIN,23,3,1,number,Shetland-2022-2023,,,[13],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[13],['Shetland-2022-2023:p0013_000'],['Shetland-2022-2023']
Q_23_FIN_03,FIN,23,3,3,number,Shetland-2022-2023,,,[13],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.0,"[13, 150]","['Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:p0150_000', 'Shetland-2022-2023:p0150_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_03,FIN,23,3,5,number,Shetland-2022-2023,,,[13],,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,0.0,"[13, 150, 166, 32]","['Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:p0150_000', 'Shetland-2022-2023:p0150_001', 'Shetland-2022-2023:p0166_000', 'Shetland-2022-2023:p0032_000']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_03,FIN,23,3,10,number,Shetland-2022-2023,,,[13],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,0.0,"[13, 150, 166, 32, 108, 77, 7, 21]","['Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:p0150_000', 'Shetland-2022-2023:p0150_001', 'Shetland-2022-2023:p0166_000', 'Shetland-2022-2023:p0032_000']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_05,FIN,23,5,1,text,Shetland-2022-2023,,,[20],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,[43],['Shetland-2022-2023:p0043_002'],['Shetland-2022-2023']
Q_23_FIN_05,FIN,23,5,3,text,Shetland-2022-2023,,,[20],,hit,0,0.0,[],1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,"[43, 13, 20]","['Shetland-2022-2023:p0043_002', 'Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:table_p0020']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_05,FIN,23,5,5,text,Shetland-2022-2023,,,[20],,hit,0,0.0,[],1.0,0.2,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,"[43, 13, 20, 4, 27]","['Shetland-2022-2023:p0043_002', 'Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:table_p0020', 'Shetland-2022-2023:p0004_000', 'Shetland-2022-2023:p0027_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_05,FIN,23,5,10,text,Shetland-2022-2023,,,[20],,hit,0,0.0,[],1.0,0.1,0.3333333333333333,1.0,0.1,0.3333333333333333,1.0,"[43, 13, 20, 4, 27, 149, 10, 78, 32, 108]","['Shetland-2022-2023:p0043_002', 'Shetland-2022-2023:p0013_000', 'Shetland-2022-2023:table_p0020', 'Shetland-2022-2023:p0004_000', 'Shetland-2022-2023:p0027_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_07,FIN,23,7,1,number,Shetland-2022-2023,,,[140],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[140],['Shetland-2022-2023:p0140_000'],['Shetland-2022-2023']
Q_23_FIN_07,FIN,23,7,3,number,Shetland-2022-2023,,,[140],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[140, 7, 21]","['Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0007_000', 'Shetland-2022-2023:p0021_000']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_07,FIN,23,7,5,number,Shetland-2022-2023,,,[140],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[140, 7, 21, 76, 2]","['Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0007_000', 'Shetland-2022-2023:p0021_000', 'Shetland-2022-2023:p0076_001', 'Shetland-2022-2023:p0002_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_FIN_07,FIN,23,7,10,number,Shetland-2022-2023,,,[140],,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,0.0,"[140, 7, 21, 76, 2, 18, 17, 38, 78]","['Shetland-2022-2023:p0140_000', 'Shetland-2022-2023:p0007_000', 'Shetland-2022-2023:p0021_000', 'Shetland-2022-2023:p0076_001', 'Shetland-2022-2023:p0002_001']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_STF_01,STF,23,1,1,number,Shetland-2022-2023,,,[73],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[73],['Shetland-2022-2023:p0073_000'],['Shetland-2022-2023']
Q_23_STF_01,STF,23,1,3,number,Shetland-2022-2023,,,[73],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[73, 70, 4]","['Shetland-2022-2023:p0073_000', 'Shetland-2022-2023:p0070_001', 'Shetland-2022-2023:p0004_002']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
Q_23_STF_01,STF,23,1,5,number,Shetland-2022-2023,,,[73],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,0.0,"[73, 70, 4, 43, 5]","['Shetland-2022-2023:p0073_000', 'Shetland-2022-2023:p0070_001', 'Shetland-2022-2023:p0004_002', 'Shetland-2022-2023:p0043_002', 'Shetland-2022-2023:p0005_002']","['Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023', 'Shetland-2022-2023']"
