query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_pages,route_intent,route_confidence,gold_exists,gold_chunk_count,gold_pages_found,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_19_FIN_04,FIN,19,4,1,number,Shetland-2018-2019,,[10],table_metric_financial_targets,0.85,True,4,[10],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[10],['Shetland-2018-2019:p0010_000'],['Shetland-2018-2019']
Q_19_FIN_04,FIN,19,4,3,number,Shetland-2018-2019,,[10],table_metric_financial_targets,0.85,True,4,[10],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[10, 37]","['Shetland-2018-2019:p0010_000', 'Shetland-2018-2019:p0010_001', 'Shetland-2018-2019:p0037_002']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_FIN_04,FIN,19,4,5,number,Shetland-2018-2019,,[10],table_metric_financial_targets,0.85,True,4,[10],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.4,1.0,"[10, 37, 3]","['Shetland-2018-2019:p0010_000', 'Shetland-2018-2019:p0010_001', 'Shetland-2018-2019:p0037_002', 'Shetland-2018-2019:p0003_002', 'Shetland-2018-2019:p0003_003']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_FIN_04,FIN,19,4,10,number,Shetland-2018-2019,,[10],table_metric_financial_targets,0.85,True,4,[10],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.3,1.0,"[10, 37, 3, 71, 23, 48]","['Shetland-2018-2019:p0010_000', 'Shetland-2018-2019:p0010_001', 'Shetland-2018-2019:p0037_002', 'Shetland-2018-2019:p0003_002', 'Shetland-2018-2019:p0003_003']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_STF_03,STF,19,3,1,number,Shetland-2018-2019,,[37],table_metric_performance,0.8,True,4,[37],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[37],['Shetland-2018-2019:p0037_000'],['Shetland-2018-2019']
Q_19_STF_03,STF,19,3,3,number,Shetland-2018-2019,,[37],table_metric_performance,0.8,True,4,[37],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[37, 16, 54]","['Shetland-2018-2019:p0037_000', 'Shetland-2018-2019:p0016_004', 'Shetland-2018-2019:p0054_002']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_STF_03,STF,19,3,5,number,Shetland-2018-2019,,[37],table_metric_performance,0.8,True,4,[37],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[37, 16, 54, 12, 4]","['Shetland-2018-2019:p0037_000', 'Shetland-2018-2019:p0016_004', 'Shetland-2018-2019:p0054_002', 'Shetland-2018-2019:p0012_000', 'Shetland-2018-2019:p0004_000']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_STF_03,STF,19,3,10,number,Shetland-2018-2019,,[37],table_metric_performance,0.8,True,4,[37],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,"[37, 16, 54, 12, 4, 15, 27, 3]","['Shetland-2018-2019:p0037_000', 'Shetland-2018-2019:p0016_004', 'Shetland-2018-2019:p0054_002', 'Shetland-2018-2019:p0012_000', 'Shetland-2018-2019:p0004_000']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_GOV_01,GOV,19,1,1,text,Shetland-2018-2019,,[3],unknown,0.5,True,4,[3],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[3],['Shetland-2018-2019:p0003_002'],['Shetland-2018-2019']
Q_19_GOV_01,GOV,19,1,3,text,Shetland-2018-2019,,[3],unknown,0.5,True,4,[3],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[3, 10, 5]","['Shetland-2018-2019:p0003_002', 'Shetland-2018-2019:p0010_003', 'Shetland-2018-2019:p0005_003']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_GOV_01,GOV,19,1,5,text,Shetland-2018-2019,,[3],unknown,0.5,True,4,[3],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[3, 10, 5, 37, 23]","['Shetland-2018-2019:p0003_002', 'Shetland-2018-2019:p0010_003', 'Shetland-2018-2019:p0005_003', 'Shetland-2018-2019:p0037_002', 'Shetland-2018-2019:p0023_000']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
Q_19_GOV_01,GOV,19,1,10,text,Shetland-2018-2019,,[3],unknown,0.5,True,4,[3],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.4,1.0,"[3, 10, 5, 37, 23, 19]","['Shetland-2018-2019:p0003_002', 'Shetland-2018-2019:p0010_003', 'Shetland-2018-2019:p0005_003', 'Shetland-2018-2019:p0037_002', 'Shetland-2018-2019:p0023_000']","['Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019', 'Shetland-2018-2019']"
