query_id,rank,score
Q_2023_FIN_01,1,0.6562287211418152
Q_2023_FIN_01,2,0.6459826231002808
Q_2023_FIN_02,1,0.49311313033103943
Q_2023_FIN_02,2,0.4624246656894684
Q_2023_FIN_03,1,0.5214328169822693
Q_2023_FIN_03,2,0.4717213809490204
Q_2023_FIN_04,1,0.6379121541976929
Q_2023_FIN_04,2,0.6249220967292786
Q_2023_FIN_05,1,0.48273786902427673
Q_2023_FIN_05,2,0.464634507894516
Q_2023_FIN_06,1,0.4673820436000824
Q_2023_FIN_06,2,0.44963502883911133
Q_2023_FIN_07,1,0.681640625
Q_2023_FIN_07,2,0.6571938991546631
Q_2023_FIN_08,1,0.531398355960846
Q_2023_FIN_08,2,0.5214194059371948
Q_2023_FIN_P1,1,0.6686908006668091
Q_2023_FIN_P1,2,0.666835367679596
Q_2023_SAV_01,1,0.6949859857559204
Q_2023_SAV_01,2,0.6837792992591858
Q_2023_SAV_02,1,0.5268430709838867
Q_2023_SAV_02,2,0.47123944759368896
Q_2023_SAV_03,1,0.49646514654159546
Q_2023_SAV_03,2,0.44538429379463196
Q_2023_SAV_04,1,0.5411404967308044
Q_2023_SAV_04,2,0.46262699365615845
Q_2023_SAV_P1,1,0.47696083784103394
Q_2023_SAV_P1,2,0.4116401970386505
Q_2023_IJB_01,1,0.5454980134963989
Q_2023_IJB_01,2,0.5097355246543884
Q_2023_IJB_02,1,0.6977435350418091
Q_2023_IJB_02,2,0.6298827528953552
Q_2023_IJB_03,1,0.6394432187080383
Q_2023_IJB_03,2,0.5525123476982117
Q_2023_IJB_04,1,0.7038951516151428
Q_2023_IJB_04,2,0.6800873875617981
Q_2023_IJB_05,1,0.5452656149864197
Q_2023_IJB_05,2,0.5245825052261353
Q_2023_IJB_06,1,0.6358758211135864
Q_2023_IJB_06,2,0.607240617275238
Q_2023_IJB_P1,1,0.7925419211387634
Q_2023_IJB_P1,2,0.692240834236145
Q_2023_AE_01,1,0.5840772986412048
Q_2023_AE_01,2,0.46239569783210754
Q_2023_AE_02,1,0.5671972036361694
Q_2023_AE_02,2,0.4741324782371521
Q_2023_AE_03,1,0.6042731404304504
Q_2023_AE_03,2,0.5718334913253784
Q_2023_AE_04,1,0.6123314499855042
Q_2023_AE_04,2,0.5636350512504578
Q_2023_AE_P1,1,0.5407075881958008
Q_2023_AE_P1,2,0.40804943442344666
Q_2023_DEL_01,1,0.5562267899513245
Q_2023_DEL_01,2,0.5239444971084595
Q_2023_DEL_02,1,0.5908735394477844
Q_2023_DEL_02,2,0.5337768197059631
Q_2023_DEL_P1,1,0.4491102397441864
Q_2023_DEL_P1,2,0.3971957564353943
Q_2023_GOV_01,1,0.6787954568862915
Q_2023_GOV_01,2,0.6780053973197937
Q_2023_GOV_02,1,0.6986573934555054
Q_2023_GOV_02,2,0.6716254949569702
Q_2023_FIN_09,1,0.6883814334869385
Q_2023_FIN_09,2,0.6757871508598328
Q_2023_COV_01,1,0.6074769496917725
Q_2023_COV_01,2,0.5849989056587219
Q_2023_COV_02,1,0.4371805787086487
Q_2023_COV_02,2,0.4077908992767334
Q_2023_FIN_10,1,0.531120240688324
Q_2023_FIN_10,2,0.5184860229492188
Q_2023_FIN_P2,1,0.36323440074920654
Q_2023_FIN_P2,2,0.3576435446739197
Q_2023_PLAN_01,1,0.4788092374801636
Q_2023_PLAN_01,2,0.4287175238132477
Q_2023_GOV_03,1,0.6873070597648621
Q_2023_GOV_03,2,0.6749163866043091
Q_2023_IJB_07,1,0.6375827789306641
Q_2023_IJB_07,2,0.6345680952072144
Q_2023_AE_P2,1,0.6429398655891418
Q_2023_AE_P2,2,0.5646640062332153
Q_2023_PLAN_02,1,0.5749950408935547
Q_2023_PLAN_02,2,0.5587331652641296
Q_2023_FIN_11,1,0.4880034327507019
Q_2023_FIN_11,2,0.48488849401474
Q_2023_GOV_P1,1,0.6757084727287292
Q_2023_GOV_P1,2,0.667508602142334
Q_2023_SAV_P2,1,0.6942253708839417
Q_2023_SAV_P2,2,0.6689543128013611
Q_2023_IJB_P2,1,0.6925936341285706
Q_2023_IJB_P2,2,0.5932660698890686
Q_2023_FIN_14,1,0.7002258896827698
Q_2023_FIN_14,2,0.6663637757301331
Q_2023_FIN_15,1,0.5440176129341125
Q_2023_FIN_15,2,0.5403372645378113
Q_2023_FIN_16,1,0.5601339340209961
Q_2023_FIN_16,2,0.5464652180671692
Q_2023_GOV_05,1,0.6933078765869141
Q_2023_GOV_05,2,0.6837033629417419
Q_2023_AE_07,1,0.36357825994491577
Q_2023_AE_07,2,0.36142730712890625
