query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_18_FIN_01,FIN,18,1,1,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[6],['Shetland-2017-2018:p0006_002'],['Shetland-2017-2018']
Q_18_FIN_01,FIN,18,1,3,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,"[6, 8, 69]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0008_000', 'Shetland-2017-2018:p0069_000']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_01,FIN,18,1,5,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,0.0,"[6, 8, 69, 40]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0008_000', 'Shetland-2017-2018:p0069_000', 'Shetland-2017-2018:p0040_000', 'Shetland-2017-2018:p0008_002']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_01,FIN,18,1,10,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,0.0,"[6, 8, 69, 40, 46, 17, 52, 3]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0008_000', 'Shetland-2017-2018:p0069_000', 'Shetland-2017-2018:p0040_000', 'Shetland-2017-2018:p0008_002']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_03,FIN,18,3,1,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[6],['Shetland-2017-2018:p0006_002'],['Shetland-2017-2018']
Q_18_FIN_03,FIN,18,3,3,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[6, 41]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0006_001', 'Shetland-2017-2018:p0041_001']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_03,FIN,18,3,5,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.4,1.0,0.0,"[6, 41, 46]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0006_001', 'Shetland-2017-2018:p0041_001', 'Shetland-2017-2018:p0046_001', 'Shetland-2017-2018:p0041_000']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_03,FIN,18,3,10,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.2,1.0,0.0,"[6, 41, 46, 56, 4, 11, 8]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0006_001', 'Shetland-2017-2018:p0041_001', 'Shetland-2017-2018:p0046_001', 'Shetland-2017-2018:p0041_000']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
Q_18_FIN_04,FIN,18,4,1,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[6],['Shetland-2017-2018:p0006_002'],['Shetland-2017-2018']
Q_18_FIN_04,FIN,18,4,3,number,Shetland-2017-2018,,,[6],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[6, 8]","['Shetland-2017-2018:p0006_002', 'Shetland-2017-2018:p0008_000', 'Shetland-2017-2018:p0006_001']","['Shetland-2017-2018', 'Shetland-2017-2018', 'Shetland-2017-2018']"
