query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2021_FIN_01,FIN,2021,1,1,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],['Grampian-2020-2021:p0028_001'],['Grampian-2020-2021']
Q_2021_FIN_01,FIN,2021,1,3,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],"['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0028_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_01,FIN,2021,1,5,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.0,"[28, 74, 64]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0074_000', 'Grampian-2020-2021:p0064_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_01,FIN,2021,1,10,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,0.0,"[28, 74, 64, 105, 127, 32, 55, 7]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0074_000', 'Grampian-2020-2021:p0064_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_02,FIN,2021,2,1,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],['Grampian-2020-2021:p0028_001'],['Grampian-2020-2021']
Q_2021_FIN_02,FIN,2021,2,3,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[28, 27]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0027_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_02,FIN,2021,2,5,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.0,"[28, 27, 29]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0029_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_02,FIN,2021,2,10,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,0.0,"[28, 27, 29, 4, 74, 105, 31, 7]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0029_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_03,FIN,2021,3,1,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],['Grampian-2020-2021:p0028_001'],['Grampian-2020-2021']
Q_2021_FIN_03,FIN,2021,3,3,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[28],"['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:table_p0028', 'Grampian-2020-2021:p0028_002']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_03,FIN,2021,3,5,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,1.0,"[28, 105, 127]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:table_p0028', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:table_p0105', 'Grampian-2020-2021:p0127_003']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_03,FIN,2021,3,10,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.4,1.0,1.0,"[28, 105, 127, 27, 73, 74, 89]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:table_p0028', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:table_p0105', 'Grampian-2020-2021:p0127_003']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_P1,FIN,2021,P1,1,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],['Grampian-2020-2021:p0028_001'],['Grampian-2020-2021']
Q_2021_FIN_P1,FIN,2021,P1,3,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[28],"['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:table_p0028']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_P1,FIN,2021,P1,5,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,1.0,"[28, 27, 31]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:table_p0028', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0031_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_P1,FIN,2021,P1,10,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.4,1.0,1.0,"[28, 27, 31, 74, 4, 89, 105]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:table_p0028', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0031_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_FIN_04,FIN,2021,4,1,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[28],['Grampian-2020-2021:p0028_001'],['Grampian-2020-2021']
Q_2021_FIN_04,FIN,2021,4,3,number,Grampian-2020-2021,PERFORMANCE REPORT,7.2 GRAMPIAN HEALTH BOARD PERFORMANCE AGAINST STATUTORY FINANCIAL TARGETS,[28],table,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,"[28, 22]","['Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0022_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
