query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2022_FIN_01,FIN,2022,1,1,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[21],['Grampian-2021-2022:p0021_002'],['Grampian-2021-2022']
Q_2022_FIN_01,FIN,2022,1,3,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[21, 22]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_01,FIN,2022,1,5,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[21, 22, 61, 12]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0061_002', 'Grampian-2021-2022:p0012_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_01,FIN,2022,1,10,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.2,1.0,"[21, 22, 61, 12, 27, 44, 7, 19, 48]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0061_002', 'Grampian-2021-2022:p0012_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,1,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[21],['Grampian-2021-2022:p0021_002'],['Grampian-2021-2022']
Q_2022_FIN_02,FIN,2022,2,3,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[21, 22]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,5,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[21, 22, 11]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_000', 'Grampian-2021-2022:p0011_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,10,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,"[21, 22, 11, 4, 113, 12, 15, 69]","['Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_000', 'Grampian-2021-2022:p0011_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_03,FIN,2022,3,1,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[21],['Grampian-2021-2022:p0021_001'],['Grampian-2021-2022']
Q_2022_FIN_03,FIN,2022,3,3,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[21, 22]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0022_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_03,FIN,2022,3,5,number,Grampian-2021-2022,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[21],table,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[21, 22, 97]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0021_002', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0021_000', 'Grampian-2021-2022:p0097_002']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
