query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_19_FIN_01,FIN,19,1,1,number,Grampian-2018-2019,,,[65],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[65],['Grampian-2018-2019:table_ocr_p0065'],['Grampian-2018-2019']
Q_19_FIN_01,FIN,19,1,3,number,Grampian-2018-2019,,,[65],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[65, 66, 112]","['Grampian-2018-2019:table_ocr_p0065', 'Grampian-2018-2019:table_ocr_p0066', 'Grampian-2018-2019:p0112_003']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_01,FIN,19,1,5,number,Grampian-2018-2019,,,[65],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[65, 66, 112, 58, 117]","['Grampian-2018-2019:table_ocr_p0065', 'Grampian-2018-2019:table_ocr_p0066', 'Grampian-2018-2019:p0112_003', 'Grampian-2018-2019:p0058_002', 'Grampian-2018-2019:p0117_001']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_01,FIN,19,1,10,number,Grampian-2018-2019,,,[65],,hit,0,0.0,[],1.0,0.1,1.0,1.0,0.1,1.0,1.0,"[65, 66, 112, 58, 117, 105, 67, 16, 53, 92]","['Grampian-2018-2019:table_ocr_p0065', 'Grampian-2018-2019:table_ocr_p0066', 'Grampian-2018-2019:p0112_003', 'Grampian-2018-2019:p0058_002', 'Grampian-2018-2019:p0117_001']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_02,FIN,19,2,1,number,Grampian-2018-2019,,,[15],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,[56],['Grampian-2018-2019:p0056_000'],['Grampian-2018-2019']
Q_19_FIN_02,FIN,19,2,3,number,Grampian-2018-2019,,,[15],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[56, 93]","['Grampian-2018-2019:p0056_000', 'Grampian-2018-2019:p0056_001', 'Grampian-2018-2019:table_ocr_p0093']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_02,FIN,19,2,5,number,Grampian-2018-2019,,,[15],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[56, 93, 65, 59]","['Grampian-2018-2019:p0056_000', 'Grampian-2018-2019:p0056_001', 'Grampian-2018-2019:table_ocr_p0093', 'Grampian-2018-2019:table_ocr_p0065', 'Grampian-2018-2019:p0059_002']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_02,FIN,19,2,10,number,Grampian-2018-2019,,,[15],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[56, 93, 65, 59, 112, 58, 66]","['Grampian-2018-2019:p0056_000', 'Grampian-2018-2019:p0056_001', 'Grampian-2018-2019:table_ocr_p0093', 'Grampian-2018-2019:table_ocr_p0065', 'Grampian-2018-2019:p0059_002']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
Q_19_FIN_03,FIN,19,3,1,number,Grampian-2018-2019,,,[15],,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,[67],['Grampian-2018-2019:table_ocr_p0067'],['Grampian-2018-2019']
Q_19_FIN_03,FIN,19,3,3,number,Grampian-2018-2019,,,[15],,hit,0,0.0,[],1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,"[67, 14, 15]","['Grampian-2018-2019:table_ocr_p0067', 'Grampian-2018-2019:p0014_002', 'Grampian-2018-2019:table_ocr_p0015']","['Grampian-2018-2019', 'Grampian-2018-2019', 'Grampian-2018-2019']"
