query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,table_chunk_hit_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_14_FIN_01,FIN,14,1,1,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2013-2014:table_ocr_p0028'],['Grampian-2013-2014']
Q_14_FIN_01,FIN,14,1,3,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[28, 56, 68]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0056_002', 'Grampian-2013-2014:p0068_001']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_FIN_01,FIN,14,1,5,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[28, 56, 68, 64, 31]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0056_002', 'Grampian-2013-2014:p0068_001', 'Grampian-2013-2014:table_ocr_p0064', 'Grampian-2013-2014:table_ocr_p0031']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_FIN_01,FIN,14,1,10,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.1,1.0,1.0,0.1,1.0,1.0,"[28, 56, 68, 64, 31, 50, 61, 46, 39, 74]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0056_002', 'Grampian-2013-2014:p0068_001', 'Grampian-2013-2014:table_ocr_p0064', 'Grampian-2013-2014:table_ocr_p0031']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_FIN_07,FIN,14,7,1,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2013-2014:table_ocr_p0028'],['Grampian-2013-2014']
Q_14_FIN_07,FIN,14,7,3,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,"[28, 48, 46]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0048_000', 'Grampian-2013-2014:table_ocr_p0046']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_FIN_07,FIN,14,7,5,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,1.0,"[28, 48, 46, 31, 68]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0048_000', 'Grampian-2013-2014:table_ocr_p0046', 'Grampian-2013-2014:table_ocr_p0031', 'Grampian-2013-2014:p0068_001']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_FIN_07,FIN,14,7,10,number,Grampian-2013-2014,,,[28],,hit,0,0.0,[],1.0,0.1,1.0,1.0,0.1,1.0,1.0,"[28, 48, 46, 31, 68, 74, 39, 50, 47, 30]","['Grampian-2013-2014:table_ocr_p0028', 'Grampian-2013-2014:p0048_000', 'Grampian-2013-2014:table_ocr_p0046', 'Grampian-2013-2014:table_ocr_p0031', 'Grampian-2013-2014:p0068_001']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
Q_14_STF_03,STF,14,3,1,number,Grampian-2013-2014,,,[68],,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,0.0,[68],['Grampian-2013-2014:p0068_001'],['Grampian-2013-2014']
Q_14_STF_03,STF,14,3,3,number,Grampian-2013-2014,,,[68],,hit,0,0.0,[],1.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.0,"[68, 17]","['Grampian-2013-2014:p0068_001', 'Grampian-2013-2014:p0017_002', 'Grampian-2013-2014:p0017_001']","['Grampian-2013-2014', 'Grampian-2013-2014', 'Grampian-2013-2014']"
