query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_pages,route_intent,route_confidence,gold_exists,gold_chunk_count,gold_pages_found,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2022_FIN_01,FIN,2022,1,1,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[21],['Grampian-2021-2022:p0021_001'],['Grampian-2021-2022']
Q_2022_FIN_01,FIN,2022,1,3,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[21, 22, 25]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_01,FIN,2022,1,5,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[21, 22, 25, 135, 51]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000', 'Grampian-2021-2022:p0135_000', 'Grampian-2021-2022:p0051_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_01,FIN,2022,1,10,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,"[21, 22, 25, 135, 51, 26, 20, 70, 27]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000', 'Grampian-2021-2022:p0135_000', 'Grampian-2021-2022:p0051_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,1,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[22],['Grampian-2021-2022:p0022_000'],['Grampian-2021-2022']
Q_2022_FIN_02,FIN,2022,2,3,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[22, 25, 18]","['Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000', 'Grampian-2021-2022:p0018_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,5,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[22, 25, 18, 135, 81]","['Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000', 'Grampian-2021-2022:p0018_001', 'Grampian-2021-2022:p0135_000', 'Grampian-2021-2022:p0081_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_02,FIN,2022,2,10,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.1111111111111111,0.16666666666666666,1.0,0.1,0.16666666666666666,"[22, 25, 18, 135, 81, 21, 82, 15, 43]","['Grampian-2021-2022:p0022_000', 'Grampian-2021-2022:p0025_000', 'Grampian-2021-2022:p0018_001', 'Grampian-2021-2022:p0135_000', 'Grampian-2021-2022:p0081_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_03,FIN,2022,3,1,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[21],['Grampian-2021-2022:p0021_001'],['Grampian-2021-2022']
Q_2022_FIN_03,FIN,2022,3,3,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[21, 113, 20]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:table_p0113', 'Grampian-2021-2022:p0020_001']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_03,FIN,2022,3,5,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,"[21, 113, 20, 17]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:table_p0113', 'Grampian-2021-2022:p0020_001', 'Grampian-2021-2022:p0017_002', 'Grampian-2021-2022:p0020_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_03,FIN,2022,3,10,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.2,1.0,"[21, 113, 20, 17, 22, 122, 19, 123]","['Grampian-2021-2022:p0021_001', 'Grampian-2021-2022:table_p0113', 'Grampian-2021-2022:p0020_001', 'Grampian-2021-2022:p0017_002', 'Grampian-2021-2022:p0020_000']","['Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022', 'Grampian-2021-2022']"
Q_2022_FIN_04,FIN,2022,4,1,number,Grampian-2021-2022,PERFORMANCE REPORT,[21],unknown,0.5,True,2,[21],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[135],['Grampian-2021-2022:p0135_000'],['Grampian-2021-2022']
