query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_pages,route_intent,route_confidence,gold_exists,gold_chunk_count,gold_pages_found,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_FIN_2024_01,FIN,2024,1,1,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[105],unknown,0.5,True,24,[105],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[166],['Grampian-2024-2025:p0166_000'],['Grampian-2024-2025']
Q_FIN_2024_01,FIN,2024,1,3,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[105],unknown,0.5,True,24,[105],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[166, 135]","['Grampian-2024-2025:p0166_000', 'Grampian-2024-2025:p0135_001', 'Grampian-2024-2025:p0135_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_01,FIN,2024,1,5,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[105],unknown,0.5,True,24,[105],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[166, 135, 103, 95]","['Grampian-2024-2025:p0166_000', 'Grampian-2024-2025:p0135_001', 'Grampian-2024-2025:p0135_000', 'Grampian-2024-2025:p0103_000', 'Grampian-2024-2025:p0095_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_01,FIN,2024,1,10,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[105],unknown,0.5,True,24,[105],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[166, 135, 103, 95, 168, 132, 28, 136, 29]","['Grampian-2024-2025:p0166_000', 'Grampian-2024-2025:p0135_001', 'Grampian-2024-2025:p0135_000', 'Grampian-2024-2025:p0103_000', 'Grampian-2024-2025:p0095_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_02,FIN,2024,2,1,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[33],['Grampian-2024-2025:p0033_002'],['Grampian-2024-2025']
Q_FIN_2024_02,FIN,2024,2,3,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[33, 151]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0033_001', 'Grampian-2024-2025:p0151_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_02,FIN,2024,2,5,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[33, 151, 137, 140]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0033_001', 'Grampian-2024-2025:p0151_000', 'Grampian-2024-2025:p0137_000', 'Grampian-2024-2025:p0140_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_02,FIN,2024,2,10,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.2,1.0,"[33, 151, 137, 140, 62, 45, 28, 34, 136]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0033_001', 'Grampian-2024-2025:p0151_000', 'Grampian-2024-2025:p0137_000', 'Grampian-2024-2025:p0140_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_03,FIN,2024,3,1,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[33],['Grampian-2024-2025:p0033_002'],['Grampian-2024-2025']
Q_FIN_2024_03,FIN,2024,3,3,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[33, 27, 28]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0027_000', 'Grampian-2024-2025:p0028_001']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_03,FIN,2024,3,5,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[33, 27, 28, 157, 31]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0027_000', 'Grampian-2024-2025:p0028_001', 'Grampian-2024-2025:p0157_002', 'Grampian-2024-2025:p0031_001']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_03,FIN,2024,3,10,number,Grampian-2024-2025,PERFORMANCE REPORT,[33],unknown,0.5,True,3,[33],hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,"[33, 27, 28, 157, 31, 91, 156, 29, 140]","['Grampian-2024-2025:p0033_002', 'Grampian-2024-2025:p0027_000', 'Grampian-2024-2025:p0028_001', 'Grampian-2024-2025:p0157_002', 'Grampian-2024-2025:p0031_001']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_04,FIN,2024,4,1,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[149],['Grampian-2024-2025:p0149_000'],['Grampian-2024-2025']
Q_FIN_2024_04,FIN,2024,4,3,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.3333333333333333,1.0,"[149, 119]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_002', 'Grampian-2024-2025:p0119_003']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_04,FIN,2024,4,5,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,"[149, 119, 96, 125]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_002', 'Grampian-2024-2025:p0119_003', 'Grampian-2024-2025:p0096_001', 'Grampian-2024-2025:p0125_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_04,FIN,2024,4,10,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[149, 119, 96, 125, 146]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_002', 'Grampian-2024-2025:p0119_003', 'Grampian-2024-2025:p0096_001', 'Grampian-2024-2025:p0125_000']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_05,FIN,2024,5,1,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[149],['Grampian-2024-2025:p0149_000'],['Grampian-2024-2025']
Q_FIN_2024_05,FIN,2024,5,3,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.3333333333333333,1.0,"[149, 119]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_003', 'Grampian-2024-2025:p0119_002']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_05,FIN,2024,5,5,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.2,1.0,"[149, 119, 125]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_003', 'Grampian-2024-2025:p0119_002', 'Grampian-2024-2025:p0125_000', 'Grampian-2024-2025:p0125_001']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_05,FIN,2024,5,10,number,Grampian-2024-2025,FINANCIAL STATEMENTS,[149],unknown,0.5,True,2,[149],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,"[149, 119, 125, 134, 96, 127, 150, 146]","['Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0119_003', 'Grampian-2024-2025:p0119_002', 'Grampian-2024-2025:p0125_000', 'Grampian-2024-2025:p0125_001']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_06,FIN,2024,6,1,text,Grampian-2024-2025,FINANCIAL STATEMENTS,[150],unknown,0.5,True,2,[150],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[150],['Grampian-2024-2025:p0150_000'],['Grampian-2024-2025']
Q_FIN_2024_06,FIN,2024,6,3,text,Grampian-2024-2025,FINANCIAL STATEMENTS,[150],unknown,0.5,True,2,[150],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[150, 149, 147]","['Grampian-2024-2025:p0150_000', 'Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0147_002']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_06,FIN,2024,6,5,text,Grampian-2024-2025,FINANCIAL STATEMENTS,[150],unknown,0.5,True,2,[150],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[150, 149, 147, 126, 119]","['Grampian-2024-2025:p0150_000', 'Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0147_002', 'Grampian-2024-2025:p0126_000', 'Grampian-2024-2025:p0119_002']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
Q_FIN_2024_06,FIN,2024,6,10,text,Grampian-2024-2025,FINANCIAL STATEMENTS,[150],unknown,0.5,True,2,[150],hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.1,1.0,"[150, 149, 147, 126, 119, 96, 91, 94, 156]","['Grampian-2024-2025:p0150_000', 'Grampian-2024-2025:p0149_000', 'Grampian-2024-2025:p0147_002', 'Grampian-2024-2025:p0126_000', 'Grampian-2024-2025:p0119_002']","['Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025', 'Grampian-2024-2025']"
