query_id,k,answer_type,num_variants,expected_pages,recall_at_k,precision_at_k,mrr_at_k,top_pages
Q_FIN_2024_01,1,number,1,[105],0.0,0.0,0.0,[165]
Q_FIN_2024_01,3,number,1,[105],0.0,0.0,0.0,"[165, 31, 132]"
Q_FIN_2024_01,5,number,1,[105],0.0,0.0,0.0,"[165, 31, 132, 4]"
Q_FIN_2024_01,10,number,1,[105],0.0,0.0,0.0,"[165, 31, 132, 4, 30, 158, 95]"
Q_FIN_2024_02,1,number,1,[33],1.0,1.0,1.0,[33]
Q_FIN_2024_02,3,number,1,[33],1.0,0.3333333333333333,1.0,"[33, 126, 41]"
Q_FIN_2024_02,5,number,1,[33],1.0,0.2,1.0,"[33, 126, 41, 62, 29]"
Q_FIN_2024_02,10,number,1,[33],1.0,0.1,1.0,"[33, 126, 41, 62, 29, 127, 34, 95, 27, 30]"
Q_FIN_2024_03,1,number,1,[33],1.0,1.0,1.0,[33]
Q_FIN_2024_03,3,number,1,[33],1.0,0.5,1.0,"[33, 31]"
Q_FIN_2024_03,5,number,1,[33],1.0,0.25,1.0,"[33, 31, 29, 156]"
Q_FIN_2024_03,10,number,1,[33],1.0,0.125,1.0,"[33, 31, 29, 156, 126, 27, 139, 28]"
Q_FIN_2024_04,1,number,1,[149],1.0,1.0,1.0,[149]
Q_FIN_2024_04,3,number,1,[149],1.0,0.5,1.0,"[149, 119]"
Q_FIN_2024_04,5,number,1,[149],1.0,0.25,1.0,"[149, 119, 125, 96]"
Q_FIN_2024_04,10,number,1,[149],1.0,0.125,1.0,"[149, 119, 125, 96, 97, 126, 156, 148]"
Q_FIN_2024_05,1,number,1,[149],1.0,1.0,1.0,[149]
Q_FIN_2024_05,3,number,1,[149],1.0,0.3333333333333333,1.0,"[149, 119, 126]"
Q_FIN_2024_05,5,number,1,[149],1.0,0.25,1.0,"[149, 119, 126, 150]"
Q_FIN_2024_05,10,number,1,[149],1.0,0.14285714285714285,1.0,"[149, 119, 126, 150, 125, 97, 158]"
Q_FIN_2024_06,1,text,1,[150],1.0,1.0,1.0,[150]
Q_FIN_2024_06,3,text,1,[150],1.0,0.3333333333333333,1.0,"[150, 119, 96]"
Q_FIN_2024_06,5,text,1,[150],1.0,0.2,1.0,"[150, 119, 96, 148, 126]"
Q_FIN_2024_06,10,text,1,[150],1.0,0.125,1.0,"[150, 119, 96, 148, 126, 149, 125, 156]"
Q_FIN_2024_07,1,number,1,[146],0.0,0.0,0.0,[125]
Q_FIN_2024_07,3,number,1,[146],0.0,0.0,0.0,"[125, 158, 164]"
Q_FIN_2024_07,5,number,1,[146],0.0,0.0,0.0,"[125, 158, 164, 86, 159]"
Q_FIN_2024_07,10,number,1,[146],0.0,0.0,0.0,"[125, 158, 164, 86, 159, 142, 33, 126]"
Q_FIN_2024_08,1,text,1,[119],0.0,0.0,0.0,[159]
Q_FIN_2024_08,3,text,1,[119],1.0,0.3333333333333333,0.5,"[159, 119, 47]"
Q_FIN_2024_08,5,text,1,[119],1.0,0.2,0.5,"[159, 119, 47, 172, 98]"
Q_FIN_2024_08,10,text,1,[119],1.0,0.125,0.5,"[159, 119, 47, 172, 98, 171, 27, 108]"
Q_FIN_2024_09,1,list,1,[33],1.0,1.0,1.0,[33]
Q_FIN_2024_09,3,list,1,[33],1.0,0.3333333333333333,1.0,"[33, 95, 127]"
Q_FIN_2024_09,5,list,1,[33],1.0,0.2,1.0,"[33, 95, 127, 41, 29]"
Q_FIN_2024_09,10,list,1,[33],1.0,0.1111111111111111,1.0,"[33, 95, 127, 41, 29, 62, 40, 74, 110]"
Q_FIN_2024_10,1,list,1,[149],1.0,1.0,1.0,[149]
Q_FIN_2024_10,3,list,1,[149],1.0,0.5,1.0,"[149, 125]"
Q_FIN_2024_10,5,list,1,[149],1.0,0.25,1.0,"[149, 125, 97, 32]"
Q_FIN_2024_10,10,list,1,[149],1.0,0.125,1.0,"[149, 125, 97, 32, 119, 51, 126, 47]"
Q_GOV_2024_01,1,number,1,[72],0.0,0.0,0.0,[73]
Q_GOV_2024_01,3,number,1,[72],0.0,0.0,0.0,"[73, 58, 93]"
Q_GOV_2024_01,5,number,1,[72],0.0,0.0,0.0,"[73, 58, 93, 90, 165]"
Q_GOV_2024_01,10,number,1,[72],0.0,0.0,0.0,"[73, 58, 93, 90, 165, 158, 25, 95, 14]"
Q_GOV_2024_02,1,number,1,[72],0.0,0.0,0.0,[73]
Q_GOV_2024_02,3,number,1,[72],0.0,0.0,0.0,"[73, 20, 158]"
Q_GOV_2024_02,5,number,1,[72],0.0,0.0,0.0,"[73, 20, 158, 86]"
Q_GOV_2024_02,10,number,1,[72],0.0,0.0,0.0,"[73, 20, 158, 86, 97, 19, 81, 89]"
Q_GOV_2024_03,1,number,1,[72],0.0,0.0,0.0,[158]
Q_GOV_2024_03,3,number,1,[72],0.0,0.0,0.0,"[158, 20, 97]"
Q_GOV_2024_03,5,number,1,[72],0.0,0.0,0.0,"[158, 20, 97, 73]"
Q_GOV_2024_03,10,number,1,[72],0.0,0.0,0.0,"[158, 20, 97, 73, 126, 69, 142, 170]"
Q_GOV_2024_04,1,text,1,[72],0.0,0.0,0.0,[73]
Q_GOV_2024_04,3,text,1,[72],0.0,0.0,0.0,"[73, 58, 46]"
Q_GOV_2024_04,5,text,1,[72],0.0,0.0,0.0,"[73, 58, 46, 51, 142]"
Q_GOV_2024_04,10,text,1,[72],1.0,0.1,0.125,"[73, 58, 46, 51, 142, 92, 158, 72, 12, 144]"
Q_OP_2024_01,1,number,1,[16],0.0,0.0,0.0,[15]
Q_OP_2024_01,3,number,1,[16],1.0,0.3333333333333333,0.3333333333333333,"[15, 14, 16]"
Q_OP_2024_01,5,number,1,[16],1.0,0.25,0.3333333333333333,"[15, 14, 16, 97]"
Q_OP_2024_01,10,number,1,[16],1.0,0.1111111111111111,0.3333333333333333,"[15, 14, 16, 97, 18, 9, 46, 142, 5]"
Q_OP_2024_02,1,number,1,[16],0.0,0.0,0.0,[15]
Q_OP_2024_02,3,number,1,[16],1.0,0.5,0.5,"[15, 16]"
Q_OP_2024_02,5,number,1,[16],1.0,0.25,0.5,"[15, 16, 14, 18]"
Q_OP_2024_02,10,number,1,[16],1.0,0.1111111111111111,0.5,"[15, 16, 14, 18, 97, 9, 46, 93, 5]"
Q_OP_2024_03,1,number,1,[16],1.0,1.0,1.0,[16]
Q_OP_2024_03,3,number,1,[16],1.0,0.5,1.0,"[16, 15]"
Q_OP_2024_03,5,number,1,[16],1.0,0.25,1.0,"[16, 15, 9, 14]"
Q_OP_2024_03,10,number,1,[16],1.0,0.125,1.0,"[16, 15, 9, 14, 18, 97, 93, 46]"
Q_OP_2024_04,1,number,1,[16],1.0,1.0,1.0,[16]
Q_OP_2024_04,3,number,1,[16],1.0,0.5,1.0,"[16, 15]"
Q_OP_2024_04,5,number,1,[16],1.0,0.25,1.0,"[16, 15, 18, 14]"
Q_OP_2024_04,10,number,1,[16],1.0,0.1111111111111111,1.0,"[16, 15, 18, 14, 9, 46, 21, 97, 31]"
Q_OP_2024_05,1,number,1,[16],1.0,1.0,1.0,[16]
Q_OP_2024_05,3,number,1,[16],1.0,0.5,1.0,"[16, 15]"
Q_OP_2024_05,5,number,1,[16],1.0,0.25,1.0,"[16, 15, 18, 14]"
Q_OP_2024_05,10,number,1,[16],1.0,0.1111111111111111,1.0,"[16, 15, 18, 14, 21, 9, 31, 20, 46]"
Q_OP_2024_06,1,number,1,[18],1.0,1.0,1.0,[18]
Q_OP_2024_06,3,number,1,[18],1.0,0.5,1.0,"[18, 16]"
Q_OP_2024_06,5,number,1,[18],1.0,0.25,1.0,"[18, 16, 14, 15]"
Q_OP_2024_06,10,number,1,[18],1.0,0.1111111111111111,1.0,"[18, 16, 14, 15, 46, 97, 20, 9, 5]"
Q_STR_2024_01,1,list,1,[42],0.0,0.0,0.0,[41]
Q_STR_2024_01,3,list,1,[42],1.0,0.3333333333333333,0.3333333333333333,"[41, 40, 42]"
Q_STR_2024_01,5,list,1,[42],1.0,0.2,0.3333333333333333,"[41, 40, 42, 43, 74]"
Q_STR_2024_01,10,list,1,[42],1.0,0.125,0.3333333333333333,"[41, 40, 42, 43, 74, 4, 57, 31]"
Q_STR_2024_02,1,list,1,[42],0.0,0.0,0.0,[41]
Q_STR_2024_02,3,list,1,[42],0.0,0.0,0.0,"[41, 43]"
Q_STR_2024_02,5,list,1,[42],1.0,0.3333333333333333,0.3333333333333333,"[41, 43, 42]"
Q_STR_2024_02,10,list,1,[42],1.0,0.14285714285714285,0.3333333333333333,"[41, 43, 42, 40, 74, 39, 62]"
Q_STR_2024_03,1,number,1,[42],1.0,1.0,1.0,[42]
Q_STR_2024_03,3,number,1,[42],1.0,0.5,1.0,"[42, 39]"
Q_STR_2024_03,5,number,1,[42],1.0,0.3333333333333333,1.0,"[42, 39, 43]"
Q_STR_2024_03,10,number,1,[42],1.0,0.14285714285714285,1.0,"[42, 39, 43, 97, 40, 67, 68]"
Q_STR_2024_04,1,text,1,[42],0.0,0.0,0.0,[41]
Q_STR_2024_04,3,text,1,[42],0.0,0.0,0.0,"[41, 43]"
Q_STR_2024_04,5,text,1,[42],1.0,0.3333333333333333,0.3333333333333333,"[41, 43, 42]"
Q_STR_2024_04,10,text,1,[42],1.0,0.14285714285714285,0.3333333333333333,"[41, 43, 42, 40, 39, 74, 112]"
Q_STR_2024_07,1,text,2,[42],0.0,0.0,0.0,[41]
Q_STR_2024_07,3,text,2,[42],0.0,0.0,0.0,"[41, 43]"
Q_STR_2024_07,5,text,2,[42],0.0,0.0,0.0,"[41, 43, 39]"
Q_STR_2024_07,10,text,2,[42],1.0,0.14285714285714285,0.2,"[41, 43, 39, 44, 42, 40, 73]"
