doc_id,page,proposed_subsection,toc_subsection,reason,top_lines_snippet
Grampian-2013-2014,9,A NA NA NIA NYA,Directors’ Report,allow_list_reject(score=0.255),"NHS GRAMPIAN REMUNERATION REPORT FOR THE YEAR ENDED 34 MARCH 2044 2013-14 is the first year that publication of the pension benefits has been required in accordance with the Financial Reporting Manual (FReM) and the Companies Act This calculation aims to bring public bodies in line with other industries in disclosing an assessed cumulative pension benefit fora standard 20 year period, which is the estimated life span following retirement, The other figures shown as part of the single total figure of remuneration relate to actual earings payable in 2013/14. Sub Total + Value of Pension Total accrued . . Total accrued lump . . Performance eamings Total . Real increase in * Real increase in . . Salary (bands of Related Bonus — paid in Benefits (to be Remuneration pension at pension at sum at pensionable lump sum at Cash Equivalent Cash Equivatent Real increase in Benefits in Kind Paid over 20 pensionable age at 4 age at31 March . Transfer Value Transfer Value . £5,000) (bands of 2043/14 . (bands of pensionable age pensionable age CETV in year 6,000) years following £5,000) 31 March 2014 (bands of £2,500) 2014 (bands of (bands of £2,500 {CETY) at3143 (CETV) at31/3/i14 ~ (bands of retirement) , (bands of £5,000) , £5,000) 500) £5,000} ""£000 ” 000 ""e000 ""£000 , £000 ’ £000 . £000 Remuneration of: Executive Members Mr Richard Carey 180-155 Lo} 2.8 185-160 19 170-175 60-55 0-2.5 186-190 5-7.5 1,194 1,288 94 Dr Roelf Dijkhuizen 455-160 0 ie) 185-160 10 165-170 45-50 02.5 135-140 25-5 945 1,021 78 Mr Alan Gray 115-120 ie) 29 118-120 23 135-140 5-10 0-25 4 0 it} 35 59 24 Sir Lewis Ritchie * 4120-125 ie} io} 120-125 NiA 120-126 NIA NA NA NA NA NIA NIA Mrs Elinor Smith 100-105 Q 3.3 105-110 13 118120 30-35 0-2.5 400-105 2.5-5 766 810 44 Non Executive Members The Chairman ; Councillor Bill Howatson 30-35, 9 a 30-35 NA 30-35 NYA NA NA NA NA NA NIA a Mr David Anderson 5-10 0 ia} 5-10 NA 5-40 NA NWA NA NA NIA N/A NA Mr Raymond Bisset"" 15-20 ie) ie) 15-20 NIA 15-20 NIA NiA NIA NIA NiA NIA NA Councillor Stewart Cree (from 3/6/14) 5-10 ie} ia) §-10 NIA 5-10 NIA NA NIA NIA NIA NIA NA Councillor Bamey Crockett 5-10 ie] Q 5-10 NIA 5-10 NA NA NA NIA NA NIA NA Mrs Sharon Duncan ** 60-65 Q 0 80-65 17 75-80 25-30 02.5 75-80 25-5 476 519 43 Professor Mike Greaves &10 a is} 5-10 N/A 5-10 NIA NIA NA NA NIA NiA NA Mrs Jennifer Greener (to 31/12/2013) 5-10 ie) ie) §-10 NIA 5-10 NIA NIA NIA NA NiA NA NVA Mrs Linda Juroszek *** 60-65 ie} La) 60-65 8 70075 4 10-15 0-2.5 30-35 0-2.5 221 246 25 Mrs Christine Lester **** 15-20 ie} Q 45-20 NA 15-20 NA NA NA NA NA NA NIA Dr Lynda Lynch (from 15/4/13) 5-10 ia} a 5-10 NIA 8-10 NA NA NA NIA NYA NA NIA Councillor Anne Mackay (te 22/5/13) 5 a a 0-5 NIA 0-5 NA NIA N/A NA NA NIA NYA Mr Terry Mackie 5-10 ie} is} 5-10 NIA 5-10 NIA NA NIA NiA ‘ NA NIA NA Mr Charles Muir ***"" 15-20 ie} io} 15-20 NIA 1520 NA NiA NIA NIA NIA NA NA Mr Jonathan Passmore (From 15/4/13) 5-10 is) 0 5-10 NA 5-10 NYA NIA NA NIA NA NA NIA Counciffor Anne Robertson 5-10 0 iu 5-10 NA 5-10 NA NA NIA NIA NA NA NIA Mr Mike Scott **** 15-20 o ie} 15-20 NA 15-20 NIA NA NA NiA NIA NIA NA * Sir Lewis Ritchie is an employee of the University of Aberdeen, School of Medicine and Dentistry and is seconded to NHS Grampian as Director of Public Health on a part time basis, The remuneration disclosed above represents the direct salary re imbursed to the University under the terms of the secondment agreement. * Mrs Sharon Duncan worked in a full ime capacity as Employee Director of NHS Grampian, >” The remuneration disclosure for Mrs Linda Juroszek includes total eamings both in her full time role as a pharmacist with NHS Grampian and for her additional duties as an NHS Board member. Non Executive Board Members who were Chairs of CHP Committees and who assume additional responsibilities during the year received additional remuneration. Note : The above figures exclude additional pension entitement purchased by Board Members at their own expense."
Grampian-2013-2014,10,A NYA NA NA NA,Directors’ Report,allow_list_reject(score=0.235),"NHS GRAMPIAN REMUNERATION REPORT FOR THE YEAR ENDED 31 MARCH 2013 2012-13 figures have been restated to reflect publication of the pension benefits required in accordance with the Financial Reporting Manual (FReM) and the Companies Act, This calculation aims to bring public bodies in line with other industries in disclosing an assessed cumulative pension benefit fora standard 20 year period, which is the estimated life span following retirement. Where this would produce a negative figure this is stated at zero. The other figures shown as part of the single total figure of remuneration relate to actual earnings paid in 2012/13, Value of Pension Total accrued . 4 Total accrued lump A . Salary (bands of een Gone Sub Total Benefits (to be paid remot tion pension at Real increas at i sum at pensionable Real eee m Cash Equivalent Cash Equivalent Reali , nA 000 Benefits in Kind earnings paid over 20 years pensionable age at pe age at31 March np Transfer Value Transfer Value eal increase in 000) (bands of in 2012/13 follows (bands of 314 March 2013 pensionable age 2013 (bands of pensionable age CE £3132 (CETV) at313/13 CETV in year £5,000) in tlewing £6,000) arc (bands of £2,500) (bands of hands of £2,500) (CFTV) A (CETY) a {bands of retirement) (bands of £5,000) £5,000) £5,000) £000 £000 £000 £000 £000 Remuneration of: Executive Members Mr Richard Carey 450-155 ie) 26 480-155 ie] 180-155 55-60 25 175-180 0-2.5 1,130 1,194 64 Dr Roelf Dijkhuizen *""""* 155-160 0} 0.0 155-460 ie) 185-160 40-45 0-2.5 125-130 0-2.5 884 945 61 Mr Alan Gray 115-120 is] 27 115-120 25 135-140 0-5 02.5 o Q 13 35 22 Sir Lewis Ritchie * 425-130 Qa NA 125-130 NA 125-130 NA NA N/A NYA NA NA NA Mrs Elinor Smith 100-108 ie] 24 400-108 0 100-105 30-35 02.5 95-100 O25 716 766 50 Non Executive Members The Chairman : Councilor Sill Howatson 30-35 NA NA 30-35 NA 30-35, NA NYA NIA N/A NIA NIA NA Mr David Anderson 5-10 NA NWA 5-10 NYA 5-10 NIA NIA NA NA NA NIA NYA Councillor Lee Bell (to 30/4/42) 0-5 NIA NiA 0s NA DS NIA NYA NA NYA NIA NYA NWA Mr Raymond Bisset 5-10 NA NIA 5-10 NA 5-10 NA NA NIA NWA NA NIA NA Councillor Bamey Crockett (from 1/6/42} 5-10 NA NIA 5-10 NWA §10 NA NA NA NIA NA NA NWA Councillor Katharine Dean (to 30/4/12) 0-5 NA NA 0-5 NA 0-5 NA NA NA NA NA NA NIA Mrs Sharon Duncan *** 55-60 NA Q 35-50 3) 55-60 20-25 ie) 70-75 a 453 476 18 Professor Mike Greaves (from 1/10/12)) 0-5 NIA NA, 05 NA 05 NA NYA NIA N/A NA NYA NA Mrs Jennifer Greener 5-10 NA NA 5-10 NIA 3-10 NA NA NIA NIA NA NIA NA Professor Neva Haites (to 30/9/12) 0-5 NA NA 0.8 NIA O65 NA NIA NIA NIA NIA NA NA Mrs Linda Juroszek ** 60-65 WA ° 60-65 5 65-70 5-10 02.5 25-30 0-2.5 199 221 22 Mrs Christine Lester 6-10 NA NA 5-10 NA 5-10 NA NIA NA NA NA NA NA Mr Terry Mackie 5-10 NA NA 5-18 NA 10 NA NA NA NIA NIA NIA NA Professor Valerie Maehle **** 16-20 NIA NWA 18-20 NIA 15-20 NIA NA NYA N/A NWA NIA NA Councillor Anne Mackay (from 1/6/12) 5-10 NA NA 5-10 NA 5-10 NIA NA NA NA NA NIA NA Mr Chares Muir **** 15-20 NA NA 45-20 MWA 18-20 NIA NYA NYA N/A NA NYA NA Councillor Anne Rabertson (from 1/6/12) 5-10 NA NYA 5-10 NA 510 NA NA NWA WA NA NA NA Mr Mike Scott"" 1620 NIA NA 15-20 NA 15-20 NA NA NIA NIA NIA NA NIA * Sir Lewis Ritchie is an employee of the University of Aberdeen, School of Medicine and Dentistry and is seconded to NHS Grarnpian as Director of Public Health on a part time basis. The remuneration disclosed above represents the direct salary and employer pension contributions re imbursed to the University under the terms of the secondmert agreement, Sir Lewis was a member of the University of Aberdeen pension scheme (Universities superannuation scheme) until October 2012. The cumulative pension benefit calculations are not available to NHS Grampian. » ‘The remuneration disclosure for Mrs Linda Juroszek includes total earnings both in her full time role as a pharmacist with NHS Grampian and for her additional duties as an NHS Board member. * Mrs Sharon Duncan worked ina full time capacity as Employee Director of NHS Grampian. “Non Executive Board Members who were Chairs of CHP Committees and who assume additional responsibilities during the year received additional remuneration. Nate : The above figures exclude additional pension entitlement purchased by Board Members at their awn expense,"
Grampian-2013-2014,32,Note 1. ACCOUNTING POLICIES,Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.583),"NOTES TO THE ACCOUNTS Note 1. ACCOUNTING POLICIES 1. Authority In accordance with the accounts direction issued by Scottish Ministers under the Public Finance and Accountability (Scotland) Act 2000 appended, these Accounts have been prepared in accordance with the Government Financial Reporting Manual (FReM) issued by HM Treasury, which follows International Financial Reporting Standards as adopted by the European Union (IFRSs as adopted by the EU), IFRIC Interpretations and the Companies Act 2006 to the extent that they are meaningful and appropriate to the public sector. They have been applied consistently in dealing with items considered material in relation to the accounts. The preparation of financial statements in conformity with IFRS requires the use of certain critical accounting estimates. It also requires management to exercise its judgement in the process of applying the accounting policies. The areas involving a higher degree of judgement or complexity, or areas where assumptions and estimates are significant to the financial statements are disclosed in section 30 below. The following new standards, amendments and interpretations became effective in 2013/14 for the first time: 1AS 1 - Presentation of financial statements (Other Comprehensive Income) (amendment). IAS 12 - Income Taxes (amendment). IAS 16 - Property, Plant and Equipment (amendment). IAS 19 — Post employment benefits (pensions) (amendment) - requires multi-employer defined benefit schemes, treated as defined contribution schemes, to include an: ‘indication of the level of participation of the entity in the plan compared with other participating entities. This disclosure is incorporated in Note 22 to the accounts. IAS 32 - Financial Instruments: Presentation (amendment). IAS 34 - Interim Financia! Reporting (amendment). With the exception of the additional disclosure requirement for IAS 19 there is no impact on the financial statements as a result of the above. The following standards have been issued but are not yet effective: IFRS 10 - Consolidated Financial Statements. IFRS 11 - Joint Arrangements. IFRS 12 - Disclosure of Interests in Other Entities. IFRS 13 - Fair Value Measurement (new). IAS 27. - Separate Financial Statements. IAS 28 - Investments in Associates and Joint Ventures, The impact on the financial statements as a result of the above is expected to be minimal. There were no new standards, amendments or interpretations early adopted this year. Basis of Consolidation In accordance with IAS 27 — Consolidated and Separate Financial Statements, the Annual Accounts consolidate the results of Grampian Health Board Endowment Fund (operating as NHS Grampian Endowment Funds.) NHS Endowment Funds were established by the NHS (Scotland) Act 1978. The legal framework under which charities operate in Scotland is the Charities and Trustee Investment (Scotland) Act 2005. Under the 1978 Act Endowment Trustees are also members of the NHS Board. The Board members (who are also Trustees) are appointed by Scottish Ministers. NHS Grampian Endowment Funds is a Registered Charity with the Office of the Charity Regulator of Scotland (OSCR) and is required to prepare and submit audited financial statements to OSCR on an annual basis. The accounts of the charity have been prepared in accordance with applicable UK accounting standards, the Statement of Recommended Practice - ""Accounting and Reporting by Charities” (SORP 2005) issued in March 2005 (as amended) and comply with the Charities and Trustee Investment (Scotland) Act 2005 and the Charities Accounts (Scotland) Regulations 2006. The accounting policies have been aligned to the policies of the Board for the purposes of consolidation. The basis of consolidation used is Merger Accounting. Any intra-group transactions between the Board and the Endowment Fund have been eliminated on consolidation. The consolidation has required the restatement of prior year comparatives including consolidating the opening Balance Sheet as at 1 April 2012. 29"
Grampian-2013-2014,33,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) The principal financial statements which have been restated are as follows: e Consolidated Statement of Comprehensive Net Expenditure; ° Consolidated Statement of Financial Position (Balance Sheet), e Consolidated Statement of Cash Flows; and e Consolidated Statement of Changes in Taxpayers Equity. Note 28 to the Annual Accounts, details how these consolidated Annual Accounts have been calculated. 3. Prior Year Adjustments Except for the adjustments arising from the adoption of IAS27 - Consolidated and Separate Financial Statements detailed at 2 above there have been no changes to accounting policies during the year and therefore no further adjustments, beyond those arising from the adoption of 1AS27, are required to be reflected in the accounts. In line with [AS27 the prior year comparative figures have been updated to incorporate the consolidation of NHS Grampian Endowment Funds in to a group structure. This requires prior year Balance Sheet, Cash Flow, Statement of Changes in Taxpayers Equity, Statement of Comprehensive Net Expenditure and notes 7,8,13,14,16,17 and 18 to be restated. Net assets have increased by £39.901 million in 2012/13 to £483.645 million and by £34.9 million in 2011/12 to £467.991 million. 4. Going Concern The accounts are prepared on a going concern basis, which provides that the entity will continue in operational existence for the foreseeable future. 5. Accounting Convention The Accounts are prepared on a historical cost basis, as modified by the revaluation of property, plant and equipment, intangible assets, available for sale financial assets and certain financial assets and liabilities (including derivative instruments) at fair value. Fair value is defined as the amount for which an asset could be exchanged between knowledgeable, willing parties in an arms length transaction. 6. Funding 6.1 NHS Grampian Board Most of the expenditure of the Health Board as Commissioner is met from funds advanced by the Scottish Government within an approved revenue resource limit (RRL). Cash drawn down to fund expenditure within this approved revenue resource limit is credited to the general fund. All other income receivable by the board that is not classed as funding is recognised in the year in which it is receivable. Where income is received for a specific activity which is to be delivered in the following financial year, that income is deferred. Income from the sale of non-current assets is recognised only when all material conditions of sale have been met, and is measured as the sums due under the sale contract. Non discretionary funding outwith the RRL is allocated to match actual expenditure incurred for the provision of specific pharmaceutical, dental or ophthalmic services identified by the Scottish Government. Non discretionary expenditure is disclosed in the accounts and deducted from operating costs charged against the RRL in the Statement of Resource Outturn. Funding for the acquisition of capital assets received from the Scottish Government is credited to the general fund when cash is drawn down. Expenditure on goods and services is recognised when, and to the extent that they have been received, and is measured at the fair value of those goods and services. Expenditure is recognised in the Statement of Comprehensive Net Expenditure except where it results in the creation of a non-current asset such as property, plant and equipment in which case it is recognised in the Balance Sheet. 30"
Grampian-2013-2014,34,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) 6.2 NHS Grampian Endowment Funds All incoming resources are recognised once the NHS Grampian Endowment Funds has received its entitlement to the resources, it is certain that the resources will be received and the monetary value of incoming resources can be measured with sufficient reliability. Legacies and donations to the NHS Grampian Endowment Funds are accounted for as incoming resources upon receipt and classified as restricted or unrestricted based on the donors stated wishes. Income from investment of charitable endowment funds is earmarked as restricted or unrestricted based on the classification of the original legacy or donation in line with the donor's stated wishes. All expenditure, including grants, is accounted for on an accruals basis and is only incurred where this will further the charitable objects of the NHS Grampian Endowment Funds. All expenditure is recognised once there is a legal or constructive obligation committing the fund to the expenditure. A liability for grants relating to the funding of salaries is recognised when the Trustees have granted approval. Where this relates to NHS Grampian employees, these balances will be eliminated on consolidation. 7, Property, plant and equipment The treatment of capital assets e.g. Property, Plant and Equipment in the accounts (capitalisation, valuation, depreciation, particulars concerning donated assets) is in accordance with the NHS Scotland Capital Accounting Manual. Title to properties included in the accounts is held by the Scottish Ministers. 7.1 Recognition Property, Plant and Equipment is capitalised where: it is held for use in delivering services or for administrative purposes; it is probable that future economic benefits will flow to, or service potential be provided to, the Board; it is expected to be used for more than one financial year; and the cost of the item can be measured reliably. All assets falling into the following categories are capitalised: 1) Property, plant and equipment assets which are capable of being used for a period which could exceed one year, and have a cost equal to or greater than £5,000. 2) In cases where a new hospital would face an exceptional write off of items of equipment costing individually less than £5,000, the Board has the option to capitalise initial revenue equipment costs with a standard life of 10 years. 3) Assets of lesser value may be capitalised where they form part of a group of similar assets purchased at approximately the same time and cost over £20,000 in total, or where they are part of the initial costs of equipping a new development and total over £20,000. 7.2 Measurement Valuation: All property, plant and equipment assets are measured initially at cost, representing the costs directly attributable to acquiring or constructing the asset and bringing it to the location and condition necessary for it to be capable of operating in the manner intended by management. All assets are measured subsequently at fair value as follows: Specialised NHS land, buildings, equipment, installations and fittings are stated at depreciated replacement cost, as a proxy for fair value as specified in the FReM. Non specialised land and buildings, such as offices, are stated at fair value. Valuations of all land and building assets are reassessed by valuers under a 5-year programme of professional valuations and adjusted in intervening years to take account of movements in prices since the latest valuation. The valuations are carried out in accordance with the Royal Institute of Chartered Surveyors (RICS) Appraisal and Valuation Manual insofar as these terms are consistent with the agreed requirements of the Scottish Government. 31"
Grampian-2013-2014,35,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) Non specialised equipment, installations and fittings are stated at fair value. Boards value such assets using the most appropriate valuation methodology available (for example, appropriate indices). A depreciated historical cost basis is a proxy for fair value in respect of such assets which have short useful lives or low values (or both). Assets under construction are valued at current cost. This is calculated by the expenditure incurred to which an appropriate index is applied to arrive at current value. These are also subject to impairment review. To meet the underlying objectives established by the Scottish Government the following accepted variations of the RICS Appraisal and Valuation Manual have been required: Specialised operational assets are valued on a modified replacement cost basis to take account of modern substitute building materials and locality factors only. Subsequent expenditure: Subsequent expenditure is capitalised into an asset’s carrying value when it is probable the future economic benefits associated with the item will flow to the Board and the cost can be measured reliably. Where subsequent expenditure does not meet these criteria the expenditure is charged to the Statement of Comprehensive Net Expenditure. If part of an asset is replaced, then the part it replaces is de-recognised, regardless of whether or not it has been depreciated separately. Revaluations and Impairment: Increases in asset values arising from revaluations are recognised in the revaluation reserve, except where, and to the extent that, they reverse impairment previously recognised in the Statement of Comprehensive Net Expenditure, in which case they are recognised as income. Movements on revaluation are considered for individual asset components rather than groups or land/buildings together Upward movements in value will be taken to the revaluation reserve and included in comprehensive net expenditure. Downward movements in value will be set against any credit balance held in the revaluation reserve until the credit is exhausted and thereafter to net operating costs. Gains and losses on revaluation are reported in the Statement of Comprehensive Net Expenditure. 7.3. Depreciation items of Property, Plant and Equipment are depreciated to their estimated residual value over their remaining useful economic lives in a manner consistent with the consumption of economic or service delivery benefits. Depreciation is charged on each main class of tangible asset as follows: 1) Freehold land is considered to have an infinite life and is not depreciated. 2) Assets in the course of construction and residual interests in off-balance sheet PFI contract assets are not depreciated until the asset is brought into use or reverts to the Board, respectively. 3) Property, Plant and Equipment which has been reclassified as ‘Held for Sale’ and non operational assets which have been declared surplus cease to be depreciated upon the reclassification. 4) Buildings, installations and fittings are depreciated on current value over the estimated remaining life of the asset, as advised by the appointed valuer. They are assessed in the context of the maximum useful lives for building elements. 5) Equipment is depreciated over the estimated life of the asset. 6) Property, plant and equipment held under finance leases are depreciated over the shorter of the lease term and the estimated useful life. 32"
Grampian-2013-2014,36,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) 8. Depreciation is charged on a straight line basis. The following asset lives have been used: Useful Life Buildings Structure 20-75 Buildings Engineering 5-35 Moveable engineering plant and equipment and equipment and long life medical equipment 10 Furniture and medium life medical equipment 5-10 Vehicles and soft furnishings 7-10 Office, information technology, short life medical and other equipment 2-5 Intangible Assets 8.1. Recognition Intangible assets are non-monetary assets without physical substance which are capable of being sold separately from the rest of the Board’s business or which arise from contractual or other legal rights. They are recognised only where it is probable that future economic benefits will flow to, or service potential be provided to, the Board and where the cost of the asset can be measured reliably. intangible assets that meet the recognition criteria are capitalised when they are capable of being used in the Board's activities for more than one year and they have a cost of at least £5,000. The main classes of intangible assets recognised are: Internally generated intangible assets: internally generated publishing titles, customer lists and similar items are not capitalised as intangible assets. Expenditure on research is not capitalised. Software: Software which is integral to the operation of hardware e.g. an operating system is capitalised as part of the relevant item of property, plant and equipment. Software which is not integral to the operation of hardware e.g. application software, is capitalised as an intangible asset. Software licences: Purchased computer software licences are capitalised as intangible fixed assets where expenditure of at least £5,000 is incurred and the life of the licence exceeds one year. Websites: Websites are capitalised only when it is probable that future economic benefits will flow to, or service potential be provided to, the Board; where the cost of the asset can be measured reliably, and where the cost is at least £5,000. 8.2 Measurement Valuation: intangible assets are recognised initially at cost, comprising all directly attributable costs needed to create, produce and prepare the asset to the point that it is capable of operating in the manner intended by management. Subsequently intangible assets are measured at fair value. Where an active (homogeneous) market exists, intangible assets are carried at fair value. Where no active market exists, the intangible asset is revalued, using indices or some suitable model, to the lower of depreciated replacement cost and value in use where the asset is income generating. Where there is no value in use, the intangible asset is valued using depreciated replacement cost. These measures are a proxy for fair value. 33"
Grampian-2013-2014,37,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) Revaluation and impairment: Increases in asset values arising from revaluations are recognised in the revaluation reserve, except where, and to the extent that, they reverse impairment previously recognised in the Statement of Comprehensive Net Expenditure, in which case they are recognised in income. Upward movements in value will be taken to the revaluation reserve and included in comprehensive net expenditure. Downward movements in value will be set against any credit balance held in the revaluation reserve until the credit is exhausted and thereafter to net operating costs. Intangible assets held for sale are reclassified to ‘non-current assets held for sale’ measured at the lower of their carrying amount or ‘fair value less costs to sell’. 8.3 Amortisation Intangible assets are amortised to their estimated residual value over their remaining useful economic lives in a manner consistent with the consumption of economic or service delivery benefits. Amortisation is charged to the Statement of Comprehensive Net Expenditure on each main class of intangible asset as follows: 1) Software: amortised over expected useful life; 2) Software licences: amortised over the shorter term of the licence and their useful economic lives; 3) Other intangible assets: amortised over their expected useful life; and 4) Intangible assets which have been reclassified as ‘Held for Sale’ cease to be amortised upon the reclassification. Amortisation is charged on a straight line basis. The following asset lives have been used: Useful Life Information technology 2-5 9. Non-current assets held for sale Non-current assets intended for disposal are reclassified as ‘Held for Sale’ once all of the following criteria are met: e the asset is available for immediate sale in its present condition subject only to terms which are usual and customary for such sales; * the sale must be highly probable i.e.: = management are committed to a plan to sell the asset; "" an active programme has begun to find a buyer and complete the sale; « the asset is being actively marketed at a reasonable price; « the sale is expected to be completed within 12 months of the date of classification as ‘Held for Sale’; and « the actions needed to complete the plan indicate it is unlikely that the plan will be dropped or significant changes made to it. Following reclassification, the assets are measured at the lower of their existing carrying amount and their ‘fair value less costs to sell’. Depreciation ceases to be charged and the assets are not revalued, except where the ‘fair value less costs to sell’ falls below the carrying amount. Assets are de-recognised when all material sale contract conditions have been met. Property, plant and equipment which is to be scrapped or demolished does not qualify for recognition as ‘Held for Sale’ and instead is retained as an operational asset and the asset's economic life is adjusted. The asset is de-recognised when scrapping or demolition occurs. 34"
Grampian-2013-2014,38,Note 4. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 4. ACCOUNTING POLICIES (continued) 10. 11. 12. 13. Donated Assets Non-current assets that are donated or purchased using donated funds are included in the Balance Sheet initially at the current full replacement cost of the asset. The accounting treatment, including the method of valuation, follows the rules in the NHS Capital Accounting Manual, as set out above. Sale of Property, plant and equipment, intangible assets and non-current assets held for sale Disposal of non-current assets is accounted for as a reduction to the value of assets equal to the net book value of the assets disposed. When set against any sales proceeds, the resulting gain or loss on disposal will be recorded in the Statement of Comprehensive Net Expenditure. Non-current assets held for sale will include assets transferred from other categories and will reflect any resultant changes in valuation. Leasing Finance leases Where substantially all risks and rewards of ownership of a leased asset are borne by the Board, the asset is recorded as Property, Plant and Equipment and a corresponding liability is recorded. Assets held under finance leases are valued at their fair values and are depreciated over the remaining period of the lease in accordance with IFRS. The asset and liability are recognised at the inception of the lease, and are de-recognised when the liability is discharged, cancelled or expires. The minimum lease payments (annual rental less operating costs e.g. maintenance and contingent rental) are apportioned between the repayment of the outstanding liability and a finance charge. The annual finance charge is allocated to each period during the lease term so as to produce a constant periodic rate of interest on the remaining balance of the liability using either the implicit interest rate or another relevant basis of estimation such as the sum of the digits method. Finance charges are recorded as interest payable in the Statement of Comprehensive Net Expenditure. Contingent rental and operating costs are charged as expenses in the periods in which they are incurred. Operating leases Other leases are regarded as operating leases and the rentals are charged to expenditure on a straight-line basis over the term of the lease. Operating lease incentives received are added to the lease rentals and charged to expenditure over the life of the lease. Leases of land and buildings Where a lease is for land and buildings, the land component is separated from the building component and the classification for each is assessed separately. Leased land is treated as an operating lease unless title to the land is expected to transfer. PFI/HUB/NPD Schemes Transactions financed as revenue transactions through the Private Finance Initiative or alternative initiatives such as HUB or the Non Profit Distributing Model (NPD) are accounted for in accordance with the HM Treasury application of IFRIC 12, Service Concession Arrangements as outlined in the FReM. Schemes which do not fall within the application of IFRIC 12 are deemed to be off-balance sheet. Where the Board has contributed assets, a prepayment for their fair value is recognised and amortised over the life of the PFI contract by charge to the Statement of Comprehensive Net Expenditure. Where, at the end of the PFI contract, a property reverts to the Board, the difference between the expected fair value of the residual on reversion and any agreed payment on reversion is built up on the balance sheet over the life of the contract by capitalising part of the unitary charge each year. Transactions which meet the IFRIC 12 definition of a service concession, as interpreted in HM Treasury's FReM, are accounted for as ‘on-balance sheet’ by the Board. The underlying assets are recognised as Property, Plant and Equipment and Intangible Assets at their fair value. An equivalent liability is recognised in accordance with IAS 17. Where it is not possible to separate the finance element from the service element of unitary payment streams this has been estimated from information provided by the operator and the fair values of the underlying assets. Assets are subsequently revalued in accordance with the treatment specified for their applicable asset categories. 35"
Grampian-2013-2014,39,Note 1. ACCOUNTING POLICIES (continued),Statement Of Changes in Taxpayers Equity,allow_list_reject(score=0.483),"Note 1. ACCOUNTING POLICIES (continued) 14. 15. 16. 17. 18. The annual contract payments are apportioned between the repayment of the liability, a finance cost and the charges for services. The finance cost is calculated using the implicit interest rate for the scheme. The service charge and the finance cost interest element are charged in the Statement of Comprehensive Net Expenditure. The Aberdeen Health and Community Care Village was reflected on the balance sheet of NHS Grampian as both an asset and a corresponding liability from 14° November 2013 at an initial fair value of £14.6 million. During the year NHS Grampian also completed financial close on the project agreement with HUB North of Scotland Ltd for Forres Health and Care Centre and Woodside Fountain Health Centre which will be reflected on balance sheet as an asset and a corresponding liability during 2014/15. impairment of non-financial assets Assets that are subject to depreciation and amortisation are reviewed for impairment whenever events or changes in circumstances indicate that the carrying amount may not be recoverable. An impairment loss is recognised for the amount by which the asset's carrying amount exceeds its recoverable amount. The recoverable amount is the higher of an asset's fair value less costs to sell and value in use. Where an asset is not held for the purpose of generating cash flows, value in use is assumed to equal the cost of replacing the service potential provided by the asset, unless there has been a reduction in service potential. For the purposes of assessing impairment, assets are grouped at the lowest levels for which there are separately identifiable cash flows (cash-generating units). Non-financial assets that suffer impairment are reviewed for possible reversal of the impairment. Impairment losses charged to the Statement of Comprehensive Net Expenditure are deducted from future operating costs to the extent that they are identified as being reversed in subsequent revatuations. General Fund Receivables and Payables Where the Health Board has a positive net cash book balance at the year end, a corresponding creditor is created and the general fund debited with the same amount to indicate that this cash is repayable to the SGHSCD. Where the Health Board has a net overdrawn cash position at the year end, a corresponding debtor is created and the general fund credited with the same amount to indicate that additional cash is to be drawn down from the SGHSCD. Inventories Inventories are valued at the lower of cost and net realisable value. Taking into account the high turnover of NHS inventories, the use of average purchase price is deemed to represent current cost for certain categories of inventories. Work in progress is valued at the cost of the direct materials plus the conversion costs and other costs incurred to bring the goods up to their present location, condition and degree of completion. Losses and Special Payments Operating expenditure includes certain losses which would have been made good through insurance cover had the NHS not been bearing its own risks. Had the NHS provided insurance cover, the insurance premiums would have been included as normal revenue expenditure. Employee Benefits Short-term Employee Benefits Salaries, wages and employment-related payments are recognised in the year in which the service is received from employees. The cost of annual leave and flexible working time entitlement earned but not taken by employees at the end of the year is recognised in the financial statements to the extent that employees are permitted to carry-forward leave into the following year. Pension Costs The Board participates in the NHS Superannuation Scheme for Scotland providing defined benefits based on final pensionable pay, where contributions are credited to the Exchequer and are deemed to be invested in a portfolio of Government Securities. The Board is unable to identify its share of the underlying notional assets and liabilities of the scheme on a consistent and reasonable basis and therefore accounts for the scheme as if it were a defined contribution scheme, as required by IAS 19 ‘Employee Benefits’. 36"
