query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_subsection,expected_pages,evidence_layout,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2025_FIN_01,FIN,2025,1,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[28],table,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[29],['Grampian-2024-2025:p0029_000'],['Grampian-2024-2025']
Q_2025_FIN_02,FIN,2025,2,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
Q_2025_FIN_03,FIN,2025,3,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
Q_2025_FIN_04,FIN,2025,4,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
Q_2025_FIN_05,FIN,2025,5,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[29],paragraph,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
Q_2025_FIN_06,FIN,2025,6,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[29],paragraph,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
Q_2025_FIN_07,FIN,2025,7,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[29],paragraph,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2024-2025:p0029_002'],['Grampian-2024-2025']
Q_2025_FIN_P1,FIN,2025,P1,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[29],paragraph,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2024-2025:p0029_000'],['Grampian-2024-2025']
Q_2025_FIN_08,FIN,2025,8,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[31],paragraph,missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[25],['Grampian-2024-2025:p0025_000'],['Grampian-2024-2025']
Q_2025_FIN_09,FIN,2025,9,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[31],paragraph,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[31],['Grampian-2024-2025:p0031_001'],['Grampian-2024-2025']
Q_2025_FIN_P2,FIN,2025,P2,1,number,Grampian-2024-2025,PERFORMANCE REPORT,B PERFORMANCE ANALYSIS,[28],table,hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2024-2025:p0028_001'],['Grampian-2024-2025']
