query_id,hit_at_1_a,hit_at_1_b,delta_hit_at_1_a_minus_b,hit_at_3_a,hit_at_3_b,delta_hit_at_3_a_minus_b,mrr_a,mrr_b,delta_mrr_a_minus_b
Q_2024_AE_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_AE_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_AE_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_AE_04,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0
Q_2024_AE_05,0.0,1.0,-1.0,1.0,1.0,0.0,0.3333333333333333,1.0,-0.6666666666666667
Q_2024_AE_06,0.0,1.0,-1.0,1.0,1.0,0.0,0.5,1.0,-0.5
Q_2024_DEL_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_DEL_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_2024_DEL_03,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0
Q_2024_DEL_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_DEL_05,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_ESC_01,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5
Q_2024_ESC_02,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669
Q_2024_ESC_03,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Q_2024_ESC_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_04,0.0,1.0,-1.0,1.0,1.0,0.0,0.5,1.0,-0.5
Q_2024_FIN_05,0.0,0.0,0.0,0.0,1.0,-1.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666
Q_2024_FIN_06,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_07,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.8
Q_2024_FIN_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_2024_FIN_09,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_11,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
Q_2024_FIN_12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_FIN_13,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25
Q_2024_FIN_14,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,-0.023809523809523808
Q_2024_GOPES_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_GOPES_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_GOV_01,0.0,1.0,-1.0,1.0,1.0,0.0,0.5,1.0,-0.5
Q_2024_GOV_02,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Q_2024_GOV_03,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.3333333333333333,0.16666666666666669
Q_2024_GOV_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_GOV_05,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.8571428571428572
Q_2024_IJB_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_05,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_06,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_07,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_IJB_08,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_05,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2024_SAV_06,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
