query_id,hit_at_1_a,hit_at_1_b,delta_hit_at_1_a_minus_b,hit_at_3_a,hit_at_3_b,delta_hit_at_3_a_minus_b,mrr_a,mrr_b,delta_mrr_a_minus_b
Q_2021_CAP_01,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0
Q_2021_CAP_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_CAP_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_CAP_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_CAP_P1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_COV_01,0.0,0.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.5,-0.16666666666666669
Q_2021_COV_02,0.0,0.0,0.0,0.0,1.0,-1.0,0.2,0.5,-0.3
Q_2021_COV_03,0.0,1.0,-1.0,1.0,1.0,0.0,0.3333333333333333,1.0,-0.6666666666666667
Q_2021_COV_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_COV_P1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_COV_P2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_05,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_06,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_07,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_08,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Q_2021_FIN_P1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_P2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_FIN_P3,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.08333333333333331
Q_2021_GOV_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_GOV_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_GOV_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_GOV_04,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.08333333333333334
Q_2021_GOV_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,-0.04999999999999999
Q_2021_IJB_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25
Q_2021_IJB_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_IJB_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_IJB_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_IJB_05,0.0,1.0,-1.0,1.0,1.0,0.0,0.5,1.0,-0.5
Q_2021_IJB_06,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_IJB_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_2021_IJB_08,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_IJB_P1,0.0,0.0,0.0,0.0,1.0,-1.0,0.16666666666666666,0.5,-0.33333333333333337
Q_2021_IJB_P2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666667
Q_2021_SAV_01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_SAV_02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
Q_2021_SAV_03,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.08333333333333331
Q_2021_SAV_04,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_SAV_P1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_SAV_P2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_STR_01,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5
Q_2021_STR_02,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_STR_03,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Q_2021_STR_04,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5
Q_2021_STR_05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5
Q_2021_STR_P1,0.0,1.0,-1.0,0.0,1.0,-1.0,0.2,1.0,-0.8
Q_2021_STR_P2,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.08333333333333331
