id,x,y,label,text,page,section,category,highlight
Shetland-2020-2021:p0002_000,2.842264,5.4168463,Unknown,Table of Contents Annual Accounts and Notes for Year Ended 31 March 2021 ..................................... 1 Performance Overview Report ..............................................................................…,2,Unknown,Financial narrative,False
Shetland-2020-2021:p0002_001,1.5824126,5.8336596,Unknown,March 2021 .......................................................... 74 Summary of Resource Out-turn (SoRO) for the Year Ended 31 March 2021 ....... 75 Consolidated Statement of Financial Position as at 31 March 2021 .…,2,Unknown,Financial narrative,False
Shetland-2020-2021:p0003_000,2.7844431,5.265422,Unknown,Note 5—Segmental Analysis .............................................................................. 106 Note 6—Intangible Assets .................................................................................. 10…,3,Unknown,Strategy / narrative,False
Shetland-2020-2021:p0004_000,10.252837,9.923697,PERFORMANCE OVERVIEW REPORT,"Annual Accounts and Notes for Year Ended 31 March 2021 Performance Overview Report Section 1—Chief Executive’s Statement NHS Shetland has faced unprecedented challenges during 2020–21 and, on behalf of the Board, I woul…",4,PERFORMANCE OVERVIEW REPORT,Financial narrative,False
Shetland-2020-2021:p0004_001,10.323375,9.882955,PERFORMANCE OVERVIEW REPORT,showing the ingenuity of our staff and the resilience that Shetland is famed for. All partners came together across Shetland with one aim of caring for our community and the result has been truly astounding. The speed o…,4,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2020-2021:p0004_002,10.8717575,9.724943,PERFORMANCE OVERVIEW REPORT,"and do it in such a way that protected those that needed our care. In response to these challenges, the Board has sought to remobilise, recover and re- design its services in line with the framework for NHS Scotland. Ou…",4,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2020-2021:p0004_003,10.617748,9.947278,PERFORMANCE OVERVIEW REPORT,relates to Covid-19 restrictions. Plans to address waits are included in our remobilisation plan. We know that Covid-19 will be with us for some time to come and will play a considerable part not only in how we live our…,4,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2020-2021:p0005_000,10.346824,10.263005,PERFORMANCE OVERVIEW REPORT,"Covid-19 has been remarkable. The efforts of everyone in our community have ensured the level of transmission within Shetland has been minimised, which has protected the NHS from being overwhelmed. Covid-19 has brought…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2020-2021:p0005_001,10.3292265,10.068246,PERFORMANCE OVERVIEW REPORT,"the highest first dose immunisation rate in Scotland. Without the support of our partners (care homes, local authorities, NHS colleagues, and local resilience partnership members), much of what we have achieved over the…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2020-2021:p0005_002,10.228381,9.900277,PERFORMANCE OVERVIEW REPORT,an organisation that places the health and wellbeing of our community at the heart of how we work. I am proud to have been part of the team that has come together to meet the challenges of Covid-19 head on. I look forwa…,5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2020-2021:p0006_000,10.098881,9.004315,PERFORMANCE OVERVIEW REPORT,"This overview will give the reader a summary of what an NHS Board does. It will also describe the nature of NHS Shetland, our purpose, the key risks to the achievement of our objectives, and our performance during 2020–…",6,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2020-2021:p0006_001,10.272387,9.098177,PERFORMANCE OVERVIEW REPORT,protecting the health of the local people; - providing an improved health service for local people; - focusing clearly on health outcomes and people’s experience of their local NHS system; - promoting integrated health…,6,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
