id,x,y,label,text,page,section,category,highlight
Shetland-2024-2025:p0002_000,-0.52842844,1.2230897,31 MARCH 2025,Table of Contents Annual Accounts and Notes for Year Ended 31 March 2025 ..................................... 1 Performance Overview Report ..............................................................................…,2,31 MARCH 2025,Financial narrative,False
Shetland-2024-2025:p0002_001,10.629276,8.42908,31 MARCH 2025,income .............................................. 71 Reporting on other requirements .......................................................................... 72 Use of my report ...................................…,2,31 MARCH 2025,Financial narrative,False
Shetland-2024-2025:p0003_000,-0.47870508,1.3363277,31 MARCH 2025,Note 2—Notes to the Cash Flow Statement ......................................................... 98 Note 3—Expenditure .......................................................................................... 101 Note…,3,31 MARCH 2025,Financial narrative,False
Shetland-2024-2025:p0004_000,10.631343,11.7959585,PERFORMANCE OVERVIEW REPORT,"Annual Accounts and Notes for Year Ended 31 March 2025 Performance Overview Report Section 1—Chief Executive’s Statement It has been a year marked by significant pressure on our health and care system, particularly with…",4,PERFORMANCE OVERVIEW REPORT,Financial narrative,False
Shetland-2024-2025:p0004_001,10.240746,11.190011,PERFORMANCE OVERVIEW REPORT,"a result of structural surveys , we were required to relocate a number of departments to facilitate the safe erection of scaffolding and enable the commencement of essential external repairs. This has not been an easy p…",4,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2024-2025:p0004_002,10.531397,11.323129,PERFORMANCE OVERVIEW REPORT,these frameworks provide clarity on the steps we must take to secure a sustainable future for health and care services in Shetland. One notable success stemming from our financial planning was securing recurrent funding…,4,PERFORMANCE OVERVIEW REPORT,Financial narrative,False
Shetland-2024-2025:p0005_000,10.382257,11.810666,PERFORMANCE OVERVIEW REPORT,"longer, with easy access to person-centred, high-quality care as close to home as possible. Building on that intent, we have been developing the final piece of our strategic jigsaw: the NHS Shetland Workforce Plan. This…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2024-2025:p0005_001,10.317627,11.94733,PERFORMANCE OVERVIEW REPORT,"our commitment to listen and learn from the people we serve, this year we took NHS Shetland “on the road”. Our participation in the Cunningsburgh, Walls and Unst country shows gave us the chance to speak directly with m…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2024-2025:p0005_002,10.410223,11.926807,PERFORMANCE OVERVIEW REPORT,"the UK to receive the new Credential in Rural and Remote Health , further enhancing the capability of our Emergency Medicine provision. Director of Dentistry at NHS Shetland Antony Visocchi has been accepted onto the Pr…",5,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2024-2025:p0005_003,10.333062,11.969506,PERFORMANCE OVERVIEW REPORT,"environment for our staff. In February 2025 the Realistic Medicine educational symposium provided an excellent opportunity for staff to partake in workshops, share posters, and listen to talks focused on building our ap…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2024-2025:p0006_000,10.410614,11.685309,PERFORMANCE OVERVIEW REPORT,"the public who make our work possible. Together, we have laid strong foundations to ensure that NHS Shetland remains resilient, person-centred, and responsive to the needs of those we serve. Brian Chittick, Chief Execut…",6,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2024-2025:p0007_000,10.043744,11.429907,PERFORMANCE OVERVIEW REPORT,"This overview will give the reader a summary of what an NHS (National Health Service) Board does. It will also describe the nature of NHS Shetland, our purpose, the key risks to the achievement of our objectives , and o…",7,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2024-2025:p0007_001,10.203005,11.726873,PERFORMANCE OVERVIEW REPORT,Board include: - improving and protecting the health of the local people; - providing an improved health service for local people; - focusing clearly on health outcomes and people’s experience of their local NHS system;…,7,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2024-2025:p0008_000,10.323619,11.61851,FIGURE 1—MAP OF SHETLAND,Figure 2—Diagram of NHS Shetland Summary Organisational Structure Figure 2 above outlines a summary of NHS Shetland’s organisational structure. The detailed organisational management structure for NHS Shetland is availa…,8,FIGURE 1—MAP OF SHETLAND,Strategy / narrative,False
Shetland-2024-2025:p0009_000,10.015524,12.15381,DIRECTLY PROVIDED HEALTHCARE,"services from partners. - Table 1 - NHS Shetland at a glance Directly Provided Healthcare Commissioned Healthcare Services Nine General Practitioner (GP) One GP practice with 822 registered practices with 22,110 registe…",9,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2024-2025:p0009_001,9.917617,11.302924,DIRECTLY PROVIDED HEALTHCARE,Tertiary Specialist Services - Summary of NHS Shetland Priority Outcomes in 2024–25 The 2024–25 Annual Delivery Plan ( ADP ) was submitted to Scottish Government on 13 March 2024. Scottish Government formally approved t…,9,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2024-2025:p0011_000,10.539479,10.787388,DIRECTLY PROVIDED HEALTHCARE,"closer, to minimise the need for travelling both on and off island for patients attending out-patients. The key new development to bring services closer to home in 2024–25 is the permanent part community funded MRI scan…",11,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2024-2025:p0011_001,10.426657,10.6917305,DIRECTLY PROVIDED HEALTHCARE,"monitor risk throughout 2024–25, with an interim report going to a Board meeting in December 2024 and a further update in April 2025. The Board reviewed the Risk Management Summary Report for 2024–25 and work plan for 2…",11,DIRECTLY PROVIDED HEALTHCARE,Governance,False
Shetland-2024-2025:p0011_002,10.157643,11.212702,DIRECTLY PROVIDED HEALTHCARE,"Shetland faces unique challenges as a remote and rural factors healthcare provider that include workforce shortages, ageing infrastructure, and reliance on supplementary staff, compounded by external strategic factors s…",11,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2024-2025:p0012_000,10.6685505,10.116227,RISK DESCRIPTION,3. Conduct annual risk assessments for climate-related vulnerabilities in healthcare facilities. SR06: Our Staff If low levels of compliance with mandatory Information Information Governance training then there is a ris…,12,RISK DESCRIPTION,Governance,False
Shetland-2024-2025:p0012_001,10.529999,10.473511,RISK DESCRIPTION,"disclosure. Failure Due to This could result in disruption to services caused by system Cyber Attack downtime, risk of delays in treatment, risk to public reputation and significant financial costs for a full system rec…",12,RISK DESCRIPTION,Financial narrative,False
Shetland-2024-2025:table_p0013,-0.35992453,0.4939412,RISK DESCRIPTION,"Financial table on page 13 (Unknown) Contains 17 line items across 2 columns. Column headers: Incon | trast,staffsickleavecontinuestoremainthelowestamongsttheterritorial. Row labels: board; Action; •. Key items: board |…",13,RISK DESCRIPTION,Financial table,False
Shetland-2024-2025:p0014_000,8.794349,7.1866617,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,- Financial Performance The Scottish Government requires NHS Boards to meet three key financial targets: - A Revenue Resource limit (RRL) - a resource budget for ongoing activity; - A Capital Resource limit (CRL) - a re…,14,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,Financial narrative,False
Shetland-2024-2025:table_p0015,-0.41341323,0.79618156,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,Financial table on page 15 (Unknown) Contains 2 line items across 6 columns. Column headers: Compliance | NationalTarget | 2022–23 | 2023–24 | 2024–25 | Movement. Row labels: ×; ×. Key items: × | 18weeksfromGPreferralto…,15,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,Financial table,False
Shetland-2024-2025:table_p0016,-0.4960674,0.7512689,COMPLIANCE NATIONAL TARGET,Financial table on page 16 (Unknown) Contains 9 line items across 6 columns. Column headers: Compliance | NationalTarget | 2022–23 | 2023–24 | 2024–25 | Movement. Row labels: ×; ×; ✓; ✓; ×. Key items: × | Thepercentageo…,16,COMPLIANCE NATIONAL TARGET,Financial table,False
Shetland-2024-2025:p0017_000,10.102237,11.6938305,SECTION 5—PERFORMANCE ANALYSIS REPORT,"- Objectives of NHS Shetland During 2024–25, NHS Shetland has continued to focus on our strategic intent to provide easy access to high quality, sustainable and person-centred care as close to home as possible and make…",17,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0017_001,9.933752,11.369375,SECTION 5—PERFORMANCE ANALYSIS REPORT,Strategy . Some steps that have been taken as part of this strategy include: - Using feedback from patients and their families or carers to learn from incidents and adverse events to inform service quality reviews; - Wo…,17,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0017_002,10.022459,11.386128,SECTION 5—PERFORMANCE ANALYSIS REPORT,improving Health and Social Care integration; o Cancer Action Plan; o Optimising the use of digital and data technologies in the design and delivery of health and care service for improved patient access; and o Climate…,17,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0018_000,10.552749,11.913874,SECTION 5—PERFORMANCE ANALYSIS REPORT,- Sustainable Services - Organisational Issues The NHS Shetland Clinical and Care Strategy aims to meet this priority through: - Integration of services around the needs of local communities; - Making sure the care prov…,18,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0018_001,10.5639,12.1082735,SECTION 5—PERFORMANCE ANALYSIS REPORT,"minor impact on services. Over the next two years, with completion in 2027, there will be more significant impact on services as extensive remedial work is required to be undertaken to preserve and maintain the hospital…",18,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0018_002,10.683638,11.462077,SECTION 5—PERFORMANCE ANALYSIS REPORT,its delivery. In respect of service repatriation the opening of Helyer MRI suite was the principle new service change with 842 attendances. A walk through video was created to help support patients prepare for their vis…,18,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0018_003,9.933446,11.08161,SECTION 5—PERFORMANCE ANALYSIS REPORT,"The IJB, Shetland Islands Council and NHS Shetland jointly agreed the joint strategic plan for 2025-2028 for working together to provide supportive and sustainable services.",18,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:table_p0019,-0.49066147,0.6501324,SECTION 5—PERFORMANCE ANALYSIS REPORT,"Financial table on page 19 (Unknown) Contains 3 line items across 2 columns. Column headers: out,th | eIJBisrequiredtopaycarefulattentionto:. Row labels: •; •; •. Key items: • | TheNationalHealthandWellbeingOutcomes;; •…",19,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial table,False
Shetland-2024-2025:p0020_000,8.723245,7.481344,SECTION 5—PERFORMANCE ANALYSIS REPORT,"The Financial Plan for 2024–25 identified a recurring financial gap of £3.482 million, equivalent to 5.6% of the Board’s opening baseline resource allocation. However, only £0.593 million of recurring savings were achie…",20,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial narrative,False
Shetland-2024-2025:p0020_001,8.621426,7.6466336,SECTION 5—PERFORMANCE ANALYSIS REPORT,"were critical in managing in-year financial pressures and offsetting the shortfall in recurring savings. Non-recurring savings also helped mitigate the impact of cost pressures, particularly those arising from the use o…",20,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial table,False
Shetland-2024-2025:p0020_002,8.587559,7.5761147,SECTION 5—PERFORMANCE ANALYSIS REPORT,The Scottish Government approved this plan on 31 March 2025. The Board recognises its statutory financial obligation under section 85 of the National Health Services (Scotland) Act 1978 to achieve financial balance at t…,20,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial narrative,False
Shetland-2024-2025:p0021_000,9.29409,7.1746054,SECTION 5—PERFORMANCE ANALYSIS REPORT,Board’s Clinical and Care Strategy . Management will ensure it takes significant and appropriate management action to achieve financial balance at 2025–26 year-end. Regular updates will be given to the Board on performa…,21,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial narrative,False
Shetland-2024-2025:p0021_001,9.534371,6.811274,SECTION 5—PERFORMANCE ANALYSIS REPORT,"Bain Hospital, Medical Equipment 0.797 Non-Medical Equipment 0.118 MRI Scanner infrastructure 0.652 Property for staff accommodation 0.145 Donated Asset (MRI Scanner) 0.794 Right of Use (RoU) additions [1] 2.346 Gross A…",21,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0022_000,8.745424,6.982694,SECTION 5—PERFORMANCE ANALYSIS REPORT,"shows net current liabilities. The total net current liabilities stood at £6.977m, an increase of £3.101m from the previous year’s figure of £3.876m. Despite the level of net current liabilities and the financial challe…",22,SECTION 5—PERFORMANCE ANALYSIS REPORT,Financial narrative,False
Shetland-2024-2025:p0022_001,8.919131,8.30561,SECTION 5—PERFORMANCE ANALYSIS REPORT,"working days, across all public bodies. The statistics below, which relate to all suppliers, are calculated using “invoice received” date, as opposed to invoice date. - In 2024–25 the average credit taken was 16 days (c…",22,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0022_002,10.047473,12.689872,SECTION 5—PERFORMANCE ANALYSIS REPORT,"to build on its previous investment in the local Mental Health Service, although progress remains challenging. There are still ongoing difficulties in recruiting to all the substantive clinical staff posts within the se…",22,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
Shetland-2024-2025:p0023_000,9.911698,12.680792,SECTION 5—PERFORMANCE ANALYSIS REPORT,"referral While the service has been impacted by Covid-19, Figure 4 shows the performance- trend over the last five years has been significantly below the 90% access target, and unfortunately this has been the case over…",23,SECTION 5—PERFORMANCE ANALYSIS REPORT,Clinical performance,False
