id,x,y,label,text,page,section,category,highlight
Shetland-2017-2018:p0002_000,0.7465481,5.014732,Unknown,INDEX PERFORMANCE REPORT ................................................................................. 1-13 ACCOUNTABILITY REPORT .............................................................. ............ 14-32 AUD…,2,Unknown,Governance,False
Shetland-2017-2018:p0002_001,-1.5290688,6.0533423,Unknown,COSTS ............................................................................................... 67 PRESENTATION OF STATEMENT OF CONSOLIDATED EXPENDITURE ................. 67 RETROSPECTIVE RESTATEMENTS ............…,2,Unknown,Financial narrative,False
Shetland-2017-2018:p0003_000,1.2433286,1.4051951,PERFORMANCE REPORT,"PERFORMANCE REPORT 1. Chief Executive Statement 2017/18 has been a year of significant service delivery challenge for NHS Shetland. However, despite a number of noticeable workforce challenges, arsing from vacancies and…",3,PERFORMANCE REPORT,Clinical performance,False
Shetland-2017-2018:p0003_001,1.5369277,1.3120427,PERFORMANCE REPORT,"a clear direction for Health & Care services in Shetland and to identify the main areas of redesign and service challenge that we need to address over the next 5 years. In particular, 2017/18 has seen even greater press…",3,PERFORMANCE REPORT,Clinical performance,False
Shetland-2017-2018:p0003_002,1.5034579,1.2169647,PERFORMANCE REPORT,operating name of Shetland Health Board that was established under the National Health Service (Scotland) Act 1978 and is responsible for commissioning and providing healthcare services for the residents of Shetland Isl…,3,PERFORMANCE REPORT,Governance,False
Shetland-2017-2018:p0004_000,1.6126108,1.4886777,PERFORMANCE REPORT,"Burgh Road, Lerwick, Shetland, ZE1 0LA and directly provides health care services outlined in table 1, on page one, from fourteen sites across Shetland. Several of these services are co-located across our ten health cen…",4,PERFORMANCE REPORT,Clinical performance,False
Shetland-2017-2018:p0004_001,1.4999801,1.6162559,PERFORMANCE REPORT,system and to provide strategic leadership and direction for the system as a whole. The functions of the unified NHS Board comprise:  strategy development;  resource allocation;  implementation of the Local Health Pl…,4,PERFORMANCE REPORT,Governance,False
Shetland-2017-2018:p0004_002,1.3354237,1.5608788,PERFORMANCE REPORT,"the Shetland population. A range of work has been progressed to improve the quality of service provided. This included work in individual clinical services, the provision of services for older people and primary care an…",4,PERFORMANCE REPORT,Clinical performance,False
Shetland-2017-2018:p0004_003,1.0474981,1.6060587,PERFORMANCE REPORT,encourage patients and our community to take greater control of their health and healthcare and also to deliver improvements in the efficiency and effectiveness of our prescribing. The third work stream is delivering ef…,4,PERFORMANCE REPORT,Clinical performance,False
Shetland-2017-2018:p0005_000,1.9410005,1.8053088,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"into 2018/19 and will lead to the development of key areas of service redesign that need to be progressed. In 2017/18 NHS Shetland has made the repatriation of services, and the minimising of patients having to travel t…",5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Strategy / narrative,False
Shetland-2017-2018:p0005_003,2.262782,1.5692744,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"The IJB is required to have regard to the national health & wellbeing outcomes, the integration delivery principles, and the needs of localities within Shetland. The relevant delegated services are:  Social Work Functi…",5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Strategy / narrative,False
Shetland-2017-2018:p0005_004,2.1886787,1.5948652,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"relating to an addiction or dependence on any substance.  Community Health Services: District nursing, services relating to addiction or dependence on any substance, services provided by allied health professionals, pu…",5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Strategy / narrative,False
Shetland-2017-2018:p0005_005,2.3920264,2.156909,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"role associated with the IJB, NHS Shetland agreed in August 2017 to disband its Strategy and Redesign Committee with the functions",5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Governance,False
Shetland-2017-2018:p0005_006,2.3340273,1.9379824,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,reallocated to either the IJB or an alternative governance committee. NHS Shetland will continue to directly carry out all its functions which have,5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Governance,False
Shetland-2017-2018:p0005_007,2.1599927,2.0929422,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,not been delegated to IJB. Further information on health & social care integration can be accessed through the link below: http://www.shetland.gov.uk/Health_Social_Care_Integration/default.asp 3. Risk and Uncertainty Th…,5,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Strategy / narrative,False
Shetland-2017-2018:p0006_000,1.752707,2.000212,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A, Community Health and Social Care Services;  Public Health and Health Improvement Services. The LDP recognised that NHS Shetland is working in a challenging context in which there is a need to balance delivery of qual…,6,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Strategy / narrative,False
Shetland-2017-2018:p0006_001,-1.3200537,6.621016,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"The aim of this strategy is to: - minimise risk and, in particular, the risk of harm to patients; - create a culture of continuous improvement; - enable a positive approach to risk management; - develop and promote poli…",6,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Governance,False
Shetland-2017-2018:p0006_002,-1.3589556,6.7269773,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,"are required to contain their net expenditure within these limits, and will report on any variation from these limits as set. NHS Shetland’s out-turn for the year against these limits was as follows: Limit as set by Act…",6,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,Financial table,False
Shetland-2017-2018:table_p0007,17.136658,0.91142136,REVENUE RESOURCE LIMIT,Financial table on page 7 (Staff Costs) Contains 47 line items across 1 columns. Column headers: Thenon-corerevenueresourcelimitprovidesfundingformoretechnicalaccountingentries. Row labels: thatdonotdirectlytriggeracash…,7,REVENUE RESOURCE LIMIT,Financial table,False
