id,x,y,label,text,page,section,category,highlight
Grampian-2016-2017:p0003_000,1.2480129,2.9234636,Unknown,Contents Page 1 1 5 18 18 18 21 21 22 30 30 33 37 38 A 42 43 44 45 46 86 Performance Report a) Overview b) Performance Analysis The Accountability Report a) Corporate Governance Report i} Director's Report ti) Statement…,3,Unknown,Governance,False
Grampian-2016-2017:p0004_000,1.3840734,6.3207455,PERFORMANCE REPORT,"ANNUAL REPORT PERFORMANCE REPORT a) OVERVIEW 1. Statement from the Chief Executive | am pleased to report that, once again, Grampian Health Board (the Board) has successfully met its key financial targets for the year.…",4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0004_001,1.4181215,5.7281337,PERFORMANCE REPORT,"East of Scotland, as well as providing healthcare support and some specialist clinical services to other NHS Boards within the North of Scotland. Within this overall resource envelope the Board achieved efficiency savin…",4,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0004_002,0.42413247,5.949149,PERFORMANCE REPORT,"Through the IJB’s we have continued to support investment in Primary, Community and Social Care, in both revenue and capital terms, as these services continue to respond to challenges arising from demographic change, st…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0004_003,0.49327886,5.8044662,PERFORMANCE REPORT,levels of expenditure on mainly medical and nursing agency staff in order to ensure the safe delivery of services in critical areas. Our priority is to reduce our dependency on agency staffing through the development an…,4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0005_000,1.1463401,6.443122,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) 2. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health…",5,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0005_001,1.8299799,5.1236444,PERFORMANCE REPORT,"attended our specialist out-patient clinics and our accident and emergency departments treated 155,000 people. We are the fourth largest health board in Scotland by general funding allocation, and our services are deliv…",5,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0005_002,1.0795304,5.830297,PERFORMANCE REPORT,"The IJB's are legally constituted cross sector bodies providing a focus for NHS Grampian to work in partnership with other agencies, including Local Authorities and Primary Healthcare contractors, in the provision of in…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0005_003,1.073205,6.1145954,PERFORMANCE REPORT,"are caring, listening and improving. These values are embedded in everything we do in making the vision a reality. The Board's performance measures focus on the Care Quality Commission's characteristics of a high perfor…",5,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0006_000,0.8328691,7.379189,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) In terms of the Board’s capacity to meet rising demand we continue to make every attempt to address the challenges arising from factors such as theatre nurse capacity, winter…",6,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0006_001,0.6754963,7.2416687,PERFORMANCE REPORT,"hospital intoa | Grampian at March 2017 have reduced by 60% since the more appropriate care setting, once peak during winter 2014/15, particularly in Aberdeenshire and treatment is complete. Aberdeen City. Compared to l…",6,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0006_002,0.35778594,7.0207734,PERFORMANCE REPORT,"84.8% of patients were referred within 62 days. 62 days from urgent referral with picion of cancer (95% In response to the demand and capacity challenges that impact on performance, the Board has implemented a comprehen…",6,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0006_003,1.6552701,5.204131,PERFORMANCE REPORT,financial balance and achieving our financial targets. Key identified risks include the impact of changing demographics with both overall population numbers and the proportion of elderly in the population rising year on…,6,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0007_000,1.2291083,6.1067233,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a} OVERVIEW (cont) 5. Clinical Strategy The Grampian Clinical Strategy for 2016-2021 was approved by the Grampian NHS Board in October 2016 following extensive discussion and engagement with st…,7,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0007_001,1.3466372,6.2898917,PERFORMANCE REPORT,"our staff, patients and the people of the North East and North of Scotland. lt not only sets out NHS Grampian's priorities, but also outlines those shared priorities with health and social care partners in the North and…",7,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0008_000,1.8397461,4.7326303,B) PERFORMANCE ANALYSIS,"b) PERFORMANCE ANALYSIS 1. Financial Performance and Position Impact of Integration Joint Boards (IJB’s) on Health Board Accounts - pre consolidation The three [JB's in Grampian (Aberdeen City, Aberdeenshire and Moray)…",8,B) PERFORMANCE ANALYSIS,Financial narrative,False
Grampian-2016-2017:p0008_001,1.7503501,4.4371605,B) PERFORMANCE ANALYSIS,Each IJB is a separate legal organisation and acts as principal in its own right. Accordingly the Health Board is required to,8,B) PERFORMANCE ANALYSIS,Governance,False
Grampian-2016-2017:p0008_003,3.07753,4.9821615,B) PERFORMANCE ANALYSIS,"commissioning income from the IJB for those services delivered by the Health Board, as a distinct and separate transaction from the operational expenditure incurred delivering those services. The consequence of this in…",8,B) PERFORMANCE ANALYSIS,Financial narrative,False
Grampian-2016-2017:p0008_004,2.3924413,4.0858045,B) PERFORMANCE ANALYSIS,"Aberdeen City IJB 222,588 216,943 5,645 Aberdeenshire JB 199,558 199,009 549 Moray [JB 83,731 82,328 1,403 Total 505,877 498,280 7,597 Consolidated Accounts The Annual Accounts consolidate the results of Grampian Health…",8,B) PERFORMANCE ANALYSIS,Financial table,False
Grampian-2016-2017:p0008_006,2.5345597,4.627068,B) PERFORMANCE ANALYSIS,"The IJB’s were consolidated, for the first time, with effect from 1 April 2016 and are therefore not reflected in the prior year’s consolidated position. ** Grampian Health Board Endowment Funds net assets of £46.012 mi…",8,B) PERFORMANCE ANALYSIS,Governance,False
Grampian-2016-2017:p0009_000,1.8878429,5.7872996,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS The revenue financial out turn of each of Grampian Health Boards Partner organisations and the impact on consolidation in the group accounts is summarised below :- Reven…,9,PERFORMANCE REPORT,Financial table,False
Grampian-2016-2017:p0009_002,2.240535,4.521046,PERFORMANCE REPORT,"Nil Moray iJB net surplus ***** 2,704 1,352 Nil “ The basis of consolidation is determined by the extent of control Grampian Health Board can effectively exercise over each of its partner organisations. Ail Trustees of…",9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0009_003,1.8052151,4.5259037,PERFORMANCE REPORT,of each of the IJB’s is however split equally between members of Grampian Health Board and members of each local council. The Board therefore has exactly half of the,9,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0009_004,2.8421648,4.6750407,PERFORMANCE REPORT,"controlling interest in each IJB and, under IAS 28, is required to consolidated only this share of the net assets in to the main Board accounts. “* Grampian Health Board Endowment Funds reported a net favourable movemen…",9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0009_005,2.2616818,5.063178,PERFORMANCE REPORT,(2016: £5.927 million). The largest proportion of these grants (£4.392 million; 2016: £2.648 million) were made to Grampian Health Board to enable a range of research and other activities for the benefit of patients and…,9,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0009_006,2.8720546,5.035693,PERFORMANCE REPORT,Aberdeen City IJB reported a net surplus of £10.418 million for the year (£5.644 million relating to a surplus on health services provided by Grampian Health Board and £4.774 million relating to a surplus on adult socia…,9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0009_007,2.7535975,4.952705,PERFORMANCE REPORT,Aberdeen City IJB annual report and accounts can be viewed at the fallowing link “** Aberdeenshire |JB reported a net surplus of £0.009 million for the year (£0.549 million relating to a surplus on health services provi…,9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0009_009,2.8302984,5.047266,PERFORMANCE REPORT,Moray IJB reported a net surplus of £2.704 million for the year (£1.403 miltion relating to a surplus on health services provided by Grampian Health Board and £1.301 million relating to a surplus on adult social care se…,9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0010_000,2.5018525,5.647094,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS Grampian Health Board performance against statutory financial targets The results of each of the partner organisations, although consolidated with the main Board account…",10,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0010_001,3.1353643,5.4943705,PERFORMANCE REPORT,limits as set. Grampian Health Board has successfully achieved all three financial targets for the year reporting an outturn against these set limits as follows: Limit as set Actual Variance by SGHSCD Outturn Under £000…,10,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0010_002,3.9428186,6.2491064,PERFORMANCE REPORT,a lower than expected contribution for the year towards the national clinical negligence and other risks indemnity scheme. The SGHSCD have agreed that this benefit can be carried forward to support our financial positio…,10,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0010_003,3.895382,6.3318458,PERFORMANCE REPORT,under trade and other receivables in note 13. At the year end the Board provided £45.1 million for legal obligations arising from clinical negligence and other employer liability claims (2015/16 £25 million). The increa…,10,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0011_000,4.7091637,3.112309,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS 2. Property Valuation All property was revalued by the Valuation Office Agency (VOA), independent specialists in property valuation, on the basis of market value, deprec…",11,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0011_001,4.4900694,3.6994617,PERFORMANCE REPORT,"any available revaluation reserve, was £8.912 million (2015/16 £6.238 million) and this was charged to net operating expenditure within the Statement of Comprehensive Net Expenditure. The SGHSCD have provided additional…",11,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0011_002,3.0133035,6.3915186,PERFORMANCE REPORT,the Board to carry forward the benefit from the sale of surplus land on the Foresterhill Site and a fortuitous underspend on the most recent stage of the backlog maintenance project at ARI to meet future planned commitm…,11,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0011_003,2.9644122,6.540705,PERFORMANCE REPORT,(£0.3 million) to meet 50% of the costs of upgrading and extending their practice premises; e Investment of £43.2 million to progress our agreed programme to reduce high and significant risk backlog maintenance across o…,11,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0012_000,3.1444893,6.6664076,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) * Work in progress for the replacement of Inverurie and Foresterhill Health Centres (£8.3 million), funded through the Hub initiative, which are expected to be op…",12,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0012_001,3.8467777,6.240318,PERFORMANCE REPORT,"at Foresterhill, Dr Grays and Royal Cornhill Hospitals. All work is expected to be complete by August 2017. Detaits of all Hub (PPP} schemes are included in note 22. 4. Counter Fraud Services During the year, NHS Scotla…",12,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0012_002,1.7457997,5.5451946,PERFORMANCE REPORT,Policy NHS Grampian is committed to supporting the Scottish Government in helping businesses during the current economic situation by paying bills more quickly. The intention is to achieve payment of all undisputed invo…,12,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0012_003,1.4999107,5.654396,PERFORMANCE REPORT,"community very seriously. The challenge for the Board is to maintain the excellent progress achieved to date, taking forward work for all 9 “protected characteristics” which make up equality and diversity. These “protec…",12,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0013_000,0.99330485,6.5401225,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 8. Performance Indicators The key performance indicators used by the SGHSCD to hold Boards to account are known as Local Delivery Plan standards. In addition we u…,13,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0013_001,1.209126,6.6046023,PERFORMANCE REPORT,published information available at the time of writing :- 8.1 Performance against Key Targets 8.1.2 Safe Cleanliness and good clinical practice are high priorities for NHS Grampian. The Board participates fully in the S…,13,PERFORMANCE REPORT,Governance,False
Grampian-2016-2017:p0013_002,1.2155269,6.494636,PERFORMANCE REPORT,"0.32. SAB infections per 1000 acute occupied | The number of staphylococcus aureus bacteraemia (including bed days (0.24) MRSA) in the quarter to December 2016 was 0.3 per 1000 occupied bed days. This performance, altho…",13,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0013_003,0.78650373,6.2755723,PERFORMANCE REPORT,Prevention and Control Team is assured that there have not been any outbreaks of CDI. 8.1.2 (b) Safe - Other Performance Measures Measure Performance Hospital Standardised Mortality Ratio | Aberdeen Royal Infirmary has…,13,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0014_000,0.9703583,6.955569,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b}) PERFORMANCE ANALYSIS (cont 8.1.3 Well Led NHS Grampian has successfully achieved each of the three financial performance targets for the year (see section 7 financial performance and positi…,14,PERFORMANCE REPORT,Financial narrative,False
Grampian-2016-2017:p0014_001,0.89071465,7.0188284,PERFORMANCE REPORT,"diagnosed and treated in 1st | Forthe combined calendar years 2014/2015 20.1% of stage of breast, colorectal and lung | people in Grampian were diagnosed and treated in the first cancer (25% increase) stage of breast, c…",14,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0015_000,1.0653802,6.902595,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont 8.1.4 (a) Effective - Local Delivery Plan Standards Measure Sustain and embed alcohol brief intarventions in 3 priority settings (primary care, A&E, antenatal) and…",15,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0015_001,1.1016383,7.162516,PERFORMANCE REPORT,"pregnant smokers. 8.1.4 (b) Effective - Other Performance Measures Measure NHS Boards are required to ensure that 25% of people under 18 years and 6% of people over 18 years, living with type 1 diabetes receive insulin…",15,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0015_002,0.9682983,7.190463,PERFORMANCE REPORT,a reduction of 3.5% compared to the year ending March 2016 and 9.6% compared to the previous year. 8.1.5 Responsive NHS Grampian is expected to deliver against a range of access time standards and efficiency measures. P…,15,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0015_003,0.29792863,7.0019174,PERFORMANCE REPORT,"delivered. Based on this plan we expected our performance to be in the range 850-1,360 by 31 December 2016. The actual reported position at the end of December was 1,501 slightly above the projected position. During the…",15,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0016_000,0.6504557,7.2546535,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 8.1.5 (a} Responsive - Local Delivery Plan Standards (cont) 12 weeks for first outpatient appointment We committed to best endeavours to achieve the best outcome…,16,PERFORMANCE REPORT,Clinical performance,False
Grampian-2016-2017:p0016_001,0.36231762,7.040958,PERFORMANCE REPORT,"has failed to meet the 7.4% target and since February 2016, 12 out of 15 months have recorded below 6% with February 2017 recording as low as 5.0% Now Outpatient DNA Rates Cancer Access Times We committed to improving o…",16,PERFORMANCE REPORT,Clinical performance,False
