id,x,y,label,text,page,section,category,highlight
Grampian-2024-2025:p0002_000,-2.3579676,6.6514096,PERFORMANCE REPORT,Page Performance Report 2 a) Overview 10 b) Performance Analysis The Accountability Report a) Corporate Governance Report 46 i) Directors’ Report 51 ii) Statement of Chief Executive’s responsibilities as the Accountable…,2,PERFORMANCE REPORT,Financial narrative,False
Grampian-2024-2025:p0003_000,0.14768113,6.139007,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW 1. Purpose This Overview aims to provide the reader with sufficient information to understand the purpose of NHS Grampian, the key risks to the achievement of its objectives and how it has…",3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0003_001,0.018375088,6.0783854,PERFORMANCE REPORT,partners and the public during a period of challenge for us all. I am extremely grateful for everything that people in communities across Grampian have done and continue to do to support each other and NHS Grampian and…,3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0003_002,-0.03227069,6.044141,PERFORMANCE REPORT,Partnerships has helped us continue to deliver our vital services to the people of the North East of Scotland. Over the last 12 months we have progressed in delivering our Plan for the Future. A key underlying focus giv…,3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0004_000,-0.1115224,5.9478207,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW Together with our colleagues, partners and the public we are committed to planning for a better future and transforming our services in support of the delivery of safe, high quality, person…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0004_001,-0.16771482,5.918641,PERFORMANCE REPORT,2024/25 NHS Grampian has also been escalated from Stage 2 to Stage 3 of the Scottish Government’s Support & Intervention Framework because of the Board’s financial position and have benefited from additional support and…,4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2024-2025:p0004_002,0.10362402,6.0410566,PERFORMANCE REPORT,the year. During the year a significant amount of work has been progressed to deliver the local value and sustainability programme engaging widely with colleagues across the system. The purpose of this programme is to d…,4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0005_000,0.14948793,6.3072085,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW During this period of reshaping for the future your input and support will be important, and I would thank you in advance for working with colleagues and services as we make the necessary c…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2024-2025:p0006_000,-1.1719004,5.4575934,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW 3. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health care services t…",6,PERFORMANCE REPORT,Governance,False
Grampian-2024-2025:p0006_001,-1.351397,5.513551,PERFORMANCE REPORT,"by general funding allocation. Services are delivered based on a portfolio management structure covering Family services, Surgical and Clinical Support Services, Medical and Unscheduled Care, Mental Health and Wellbeing…",6,PERFORMANCE REPORT,Clinical performance,False
