id,x,y,label,text,page,section,category,highlight
Grampian-2020-2021:p0003_000,10.808782,-1.9749966,PERFORMANCE REPORT,Page Performance Report 1 Overview The Accountability Report a) Corporate Governance Report 34 i) Directors’ Report 38 ii) Statement of Chief Executive’s responsibilities as the Accountable Officer of the Health Board 3…,3,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0004_000,8.202571,-3.099607,PERFORMANCE REPORT,"OVERVIEW 1. Purpose This Overview aims to provide the reader with sufficient information to understand the purpose of the NHS Grampian Board, the key risks to the achievement of its objectives and how it has performed d…",4,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0004_001,8.292723,-3.2278836,PERFORMANCE REPORT,"and in my previous role as the Director of Nursing, Midwifery and Allied Health Professionals I have been very proud of the outstanding response from our staff, partners and the public in addressing the challenges that…",4,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0004_002,8.161843,-3.1059773,PERFORMANCE REPORT,"this time. Their lives and memories will never be forgotten. I would also wish to thank all our partners for their support – our care homes, local authorities, our national health services colleagues and local resilienc…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0004_003,8.387762,-3.2286484,PERFORMANCE REPORT,"are truly grateful. In the overview of the year, I usually set out the progress that we have made and celebrate our successes in the last 12 months. Whilst wishing to acknowledge the significant progress during 2020/21,…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0005_000,8.41385,-3.0705266,PERFORMANCE REPORT,2. Statement from the Chief Executive (cont) Continuing to respond to COVID-19 will be a factor for the foreseeable future and we are redesigning our services to ensure that we can continue to meet the health and social…,5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0005_001,8.377093,-2.9888287,PERFORMANCE REPORT,"future strategy and continuing to provide the quality of care that our key stakeholders and the people of Grampian expect from us. Finally, I would wish to acknowledge my predecessor Professor Amanda Croft who led the o…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0006_000,10.4035,-0.45402953,PERFORMANCE REPORT,"3. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health care services that people need. We also provi…",6,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0006_001,10.280712,-0.4401502,PERFORMANCE REPORT,"Mental Health Sector, a Public Health Directorate and a range of Primary and Community Care services delegated to the three Integration Joint Boards (IJBs) covering Aberdeen City, Aberdeenshire and Moray. All our direct…",6,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0007_000,7.8803234,-3.2481678,PERFORMANCE REPORT,"4. Non-Financial Performance NHS Grampian has a performance framework through which a culture of continuous performance improvement is supported. Our vision, proudly working together to improve our health, is supported…",7,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0007_001,8.005641,-3.1711793,PERFORMANCE REPORT,made in support of the COVID-19 response. Within this section of the annual report and accounts we have summarised the impact COVID-19 has had on the organisation and the corresponding position in relation to our operat…,7,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0007_002,8.370606,-2.7785943,PERFORMANCE REPORT,"programme and support and advice to care homes, workplaces and the general public being examples of these measures. A governance structure for COVID-19 within NHS Grampian was enacted in shadow form on 14th February 202…",7,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0008_000,7.3617487,-3.3854833,PERFORMANCE REPORT,"4. Non-Financial Performance (cont) 4.1 Responding to COVID-19 (cont) The impact on the NHS, our partner organisations and the public was significant; with the diagram below setting out the levels of hospitalisation for…",8,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0009_000,8.411843,-3.4016175,PERFORMANCE REPORT,"4. Non-Financial Performance (cont) 4.1 Responding to COVID-19 (cont) In line with the national guidance, NHS Grampian moved out of Operation Snowdrop on 31 March 2021, with the focus now on the following as reflected i…",9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0009_001,7.561174,-3.2453527,PERFORMANCE REPORT,"Board sub-committees have continued to meet during the year as set out in the Governance statement, including the recruitment of temporary staff to support the establishment of our test and protect and vaccination progr…",9,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0009_002,7.2941575,-3.2754893,PERFORMANCE REPORT,"regarding provision of services. During the 1 st wave, NHS Boards were directed to pause all but critical and protected services and increase capacity to meet the projected impact of COVID-19 based on local, national an…",9,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0010_000,7.1914496,-3.4375408,PERFORMANCE REPORT,4. Non-Financial Performance (cont) 4.2 Impact of COVID-19 (cont) a. Hospital Occupancy (cont) NHS Boards were required to change and adapt their health and social care systems to ensure that they had the required capac…,10,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0010_001,7.1529975,-3.173495,PERFORMANCE REPORT,"already in operation within NHS Grampian. In line with our remobilisation plans, services recommenced during the summer and autumn periods; including planned care. At the end of the calendar year 2020, the Board were re…",10,PERFORMANCE REPORT,Governance,False
Grampian-2020-2021:p0011_000,7.003683,-3.547153,PERFORMANCE REPORT,4. Non-Financial Performance (cont) 4.2 Impact of COVID-19 (cont) b. Planned Care The need to establish capacity to meet the COVID-19 demands placed on health and social care required significant changes in the level of…,11,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0012_000,6.9046717,-3.6072228,PERFORMANCE REPORT,4. Non-Financial Performance (cont) 4.2 Impact of COVID-19 (cont) b. Planned Care (cont) Outpatients The Board rapidly implemented remote consulting using the Near Me technology in the early stages of the financial year…,12,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0012_001,7.0160933,-3.7077198,PERFORMANCE REPORT,"target for the majority of the year and the 62 day performance higher than in the prior year. However, this improvement in performance has to be viewed in the context of fewer cancers having been detected and treated du…",12,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0012_002,7.0665073,-3.7626178,PERFORMANCE REPORT,This ensures that all urgent and priority patients are identified following determination of treatment and that patients are seen according to clinical need. Capacity building has been targeted at urgent and priority pa…,12,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0013_000,7.0564137,-3.2613013,PERFORMANCE REPORT,4. Non-Financial Performance (cont) 4.2 Impact of COVID-19 (cont) b. Planned Care (cont) The Board's remobilisation plan sets out the details of the options available to increase capacity to address the backlog of patie…,13,PERFORMANCE REPORT,Financial narrative,False
Grampian-2020-2021:p0013_001,7.1556587,-3.2519412,PERFORMANCE REPORT,"we welcome the additional funding that is being made available to support future developments in areas such as Child Adolescent Mental Health Services, Perinatal Mental Health and Psychological Therapies. As one of the…",13,PERFORMANCE REPORT,Clinical performance,False
Grampian-2020-2021:p0014_000,7.056222,-3.0384693,PERFORMANCE REPORT,"4. Non-Financial Performance (cont) 4.2 Impact of COVID-19 (cont) c. Mental Health (cont) Child Adolescent Mental Health Services Prior to COVID-19, the service had implemented a service redesign and relocated to a purp…",14,PERFORMANCE REPORT,Financial narrative,False
