id,x,y,label,text,page,section,category,highlight
Grampian-2018-2019:p0003_000,1.3920294,3.5239778,Unknown,Page 26 30 31 32 47 52 57 58 62 65 67 69 70 115 CONTENTS Performance Report a) Overview b) Performance Analysis The Accountability Report a) Corporate Governance Report i) Director's Report ii) Statement of Chief Execut…,3,Unknown,Financial narrative,False
Grampian-2018-2019:p0004_000,3.0868266,5.2218714,PERFORMANCE REPORT,"ANNUAL REPORT PERFORMANCE REPORT a) OVERVIEW 1. Purpose This Overview aims to provide the reader with sufficient information to understand the NHS Board, its purpose, the key risks to the achievement of its objectives a…",4,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0004_001,2.9599452,5.7619667,PERFORMANCE REPORT,"| have spent time throughout the year meeting frontline staff and have been very impressed by their professionalism and the quality of care being delivered. Once again, the Board has successfully met its key financial t…",4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2018-2019:p0004_002,4.688998,5.683189,PERFORMANCE REPORT,and effective clinical services for our patients. There have been many highlights during the year and a few | would mention include: > The commencement of the enabling works for the new Baird Family Hospital and ANCHOR…,4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0005_000,3.357905,6.5869217,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) 2. Statement from the Chief Executive (cont) Looking to the future we will continue to work closely with the three Health and Social Care Partnerships and our respective loca…,5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0006_000,3.0725598,6.3460703,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) 3. Background and Principal! Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health…",6,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0006_001,3.7045312,5.640069,PERFORMANCE REPORT,"attended our specialist out-patient clinics and our accident and emergency departments treated 153,500 people. We are the fourth largest health board in Scotland by genera! funding allocation, and our services are deliv…",6,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0006_002,3.314683,5.2668247,PERFORMANCE REPORT,"The IJB’s are legally constituted cross sector bodies providing a focus for NHS Grampian to work in partnership with other agencies, including Local Authorities and Primary Healthcare contractors, in the provision of in…",6,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0007_000,3.1939254,6.8693933,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) e Delivering high quality care in the right place; e involving our patients, public, staff and partners; and e Developing and empowering our staff. The core values of the Boa…",7,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0007_001,2.8550653,7.1072736,PERFORMANCE REPORT,"from arrival to admission, discharge or transfer for accident and emergency treatment by September 2015. Reduction tn the number of patients awaiting discharge from hospital into a more appropriate care setting, once tr…",7,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0007_002,2.9075935,7.1287665,PERFORMANCE REPORT,"first time since 2016, the position at the end of the financial year (2018/19) is lower than at the start of the year. The figures for these periods are noted in the table below. Quarter to Dec 2018 — compliance rate wi…",7,PERFORMANCE REPORT,Financial narrative,False
Grampian-2018-2019:p0008_000,2.5870657,6.4284534,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) A clinically led surgical classification system was in place during the year to ensure those in most need are treated first and action plans are in place for individual cance…,8,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0008_001,2.208994,6.007991,PERFORMANCE REPORT,"Performance against these areas should be considered in the context of a continued rise in activity across primary, community, social care and acute services. The Board's clinical strategy recognises the need to redesig…",8,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0008_002,1.6513875,5.84354,PERFORMANCE REPORT,"Plan and Strategic Risk Register set out the key priorities, challenges and risks facing NHS Grampian in future years and how these will be mitigated. The challenge for the Board is to manage these risks in a way that e…",8,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0009_000,2.7683125,6.114665,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) Moving forward the Board will continue to build on the many positive changes and initiatives achieved in recent years and will strengthen partnerships with the local authorit…,9,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0009_001,3.2086887,5.9251595,PERFORMANCE REPORT,"the strategy and details of the implementation plan can be accessed at the following link. The Strategy sets out the direction, ambitions and high level priorities for supporting staff in the planning and delivery of sa…",9,PERFORMANCE REPORT,Clinical performance,False
Grampian-2018-2019:p0010_000,1.5531427,5.8159294,RISK TITLE,Risk Title NHS GRAMPIAN STRATEGIC RISK REGISTER Description Current Risk Level Quality and safety of Care BREXIT There is a risk that the focus on quality and safety of care across NHS Grampian and partner organisations…,10,RISK TITLE,Clinical performance,False
Grampian-2018-2019:p0010_001,1.6223428,5.7877297,RISK TITLE,"redesign and transformation of services. There is a risk that innovation and transformation is not focused on the key change issues related to the strategic themes of prevention, self-care, planned care and unscheduled…",10,RISK TITLE,Strategy / narrative,False
Grampian-2018-2019:p0011_000,3.8132758,6.614746,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position Consolidated Accounts The Annual Accounts consolidate the results of Grampian Health Board, Grampian Health Board Endowment",11,PERFORMANCE REPORT,Financial narrative,False
Grampian-2018-2019:p0011_001,3.811571,4.311759,PERFORMANCE REPORT,"Funds and the three IJB’s (Aberdeen City, Aberdeenshire and Moray). The basis of consolidation, explained in note +1 Accounting Policies on page 71, is determined by the extent of control Grampian Health Board can effec…",11,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0011_002,3.4298356,4.4784274,PERFORMANCE REPORT,of each of the IJB’s is however split equally between members of Grampian Health Board and members of each local council. The Board therefore has exactly half of the,11,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0011_003,3.9958997,4.3606114,PERFORMANCE REPORT,"controlling interest in each IJB and, under IAS 28, is required to consolidate only this share of the net assets, as a Joint Venture, in to the main Board accounts. The financial impact of consolidation is summarised be…",11,PERFORMANCE REPORT,Financial table,False
Grampian-2018-2019:p0011_005,5.6770716,5.080552,PERFORMANCE REPORT,"Aberdeenshire IJB *** 1,405 Consolidated Net Assets 434,475 430,856 Grampian Health Board Endowment Funds 425,434 The Grampian Health Board Endowment Fund’s (the Fund) net assets of £40.374 million represent £16.290 mil…",11,PERFORMANCE REPORT,Governance,False
Grampian-2018-2019:p0012_000,5.4019055,5.409663,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position (cont) Grampian Health Board Endowment Funds (cont) Total reported expenditure for the year was £2.604 million (2017/18 £10.…,12,PERFORMANCE REPORT,Financial narrative,False
Grampian-2018-2019:p0012_001,3.8352048,4.720636,PERFORMANCE REPORT,"charitable objectives of the Fund, in accordance with donors wishes and that unnecessary surpluses do not accrue. During the year, payments totalling £2.782 million (2017/18: £3.887 million) were made to Grampian Health…",12,PERFORMANCE REPORT,Clinical performance,False
