id,x,y,label,text,page,section,category,highlight
Grampian-2014-2015:p0003_000,3.4539616,1.7754852,1 DIRECTORS’ REPORT,Contents Page 1 Directors’ Report 7 Remuneration Report 11 Strategic Report 20 Statement of the Chief Executive’s Responsibilities as the Accountable Officer of the Health Board 21 Statement of Health Board Members’ Res…,3,1 DIRECTORS’ REPORT,Financial narrative,False
Grampian-2014-2015:p0004_000,2.8993213,3.107623,DIRECTORS’ REPORT,ANNUAL ACCOUNTS DIRECTORS’ REPORT Naming Convention NHS Grampian is the common name of Grampian Health Board. NHS Grampian Endowment Funds is the common name for the Grampian Health Board Endowment Fund. Date of Issue T…,4,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2014-2015:p0004_001,3.332931,2.4827232,DIRECTORS’ REPORT,Merger Accounting. Any intra-group transactions between the Board and the Endowment Fund have been eliminated on consolidation. The Annual! Accounts and Notes have been prepared under the historical cost convention as m…,4,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2014-2015:p0004_002,4.635593,0.66637594,DIRECTORS’ REPORT,"general duties of the auditor of health bodies, including their statutory duties, are set out in the Code of Audit Practice issued by Audit Scotland and approved by the Auditor General. The Trustees of NHS Grampian Endo…",4,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0005_000,4.171436,0.3237425,DIRECTORS’ REPORT,DIRECTORS’ REPORT (continued) All Board members are also trustees of the NHS Grampian Endowment Funds which was established by the NHS (Scotland) Act 1978 and is a Registered Charity subject to the legal framework of th…,5,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0005_001,3.8086364,0.37906814,DIRECTORS’ REPORT,their current organisational roles and/or particular expertise which enables them to contribute to the decision making process at a strategic level. The Board has collective responsibility for the performance of NHS Gra…,5,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0005_002,3.766132,0.30213484,DIRECTORS’ REPORT,Mr Eric Sinclair (from 1 January 2015) Executive Members: Mr Richard Carey Chief Executive (to 30 November 2014) Dr Roelf Dijkhuizen Medical Director (to 4 October 2014) Dr Nick Fluck Medical! Director (from 1 October 2…,5,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0006_000,4.009515,0.73091185,DIRECTORS’ REPORT,DIRECTORS’ REPORT (continued) Corporate Governance The NHS Grampian Board is a board of governance which meets regularly throughout the year and has adopted a schedule of matters reserved for its decision. The overall r…,6,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0006_001,3.9365172,0.74437606,DIRECTORS’ REPORT,monitor the implementation of dynamic clinical governance arrangements; e Report regularly to the Board on the progress and effectiveness of the clinical governance arrangements; and e Promote a fair and just culture to…,6,DIRECTORS’ REPORT,Governance,False
Grampian-2014-2015:p0006_002,3.940741,0.95598584,DIRECTORS’ REPORT,national level. The Committee also oversees the implementation of the five staff governance standards. The five standards entitle staff to be: well informed; appropriately trained; involved in decisions that affect them…,6,DIRECTORS’ REPORT,Governance,False
