id,x,y,label,text,page,section,category,highlight
Grampian-2004-2005:p0001_000,4.782507,15.723963,59 /54¢/0,Annual Accounts _~- OU 135¢90 59 /54¢/0 19410*50 a 06¢ OO + sl o 2) gs es - ' + of Breet lls ae ty Age 123006¢710 +t + + + + + 2004 / 2005,1,59 /54¢/0,Financial table,False
Grampian-2004-2005:p0003_000,0.4995772,5.4675393,DIRECTORS’ REPORT,Contents 1 Directors’ Report 7 Statement of The Chief Executive’s Responsibilities as The Accountable Officer of Grampian Health Board 8 Statement of Health Board Members’ Responsibilities 9 Statement on Internal Contro…,3,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0004_000,0.095378615,6.3285947,DIRECTORS’ REPORT,Grampian Health Board Directors’ Report Accounting Convention The Annual Accounts and Notes have been prepared under the historical cost convention modified to reflect changes in the value of fixed assets and in accorda…,4,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0004_001,0.30063713,7.0966015,DIRECTORS’ REPORT,"been accounted for using merger accounting, as directed by the Resource Accounting Manual. The main effect of this is that the results and cashflows of the trusts for the prior year are brought into account as if the tr…",4,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0004_002,0.56502384,7.405485,DIRECTORS’ REPORT,improved health services within a framework of clear strategic direction and rigorous performance management. The role of NHS Grampian is to: - improve and protect the health of the local people; - improve health servic…,4,DIRECTORS’ REPORT,Governance,False
Grampian-2004-2005:p0005_000,0.3095367,7.359546,DIRECTORS’ REPORT,"Following the dissolution of Grampian Primary Care NHS Trust and Grampian University Hospitals NHS Trust on 31 March 2004, an integrated health system was established in NHS Grampian with effect from 1 April 2004. Key a…",5,DIRECTORS’ REPORT,Governance,False
Grampian-2004-2005:p0005_001,0.42433918,7.574326,DIRECTORS’ REPORT,"patients; - Improved working with local authority partners to plan the seamless provision of services across traditional health / local authority boundaries, including preparation for the creation of Community Health Pa…",5,DIRECTORS’ REPORT,Governance,False
Grampian-2004-2005:p0005_002,-0.33943784,6.673197,DIRECTORS’ REPORT,"March 2005 as required by the NHS Reform (Scotland) Act 2004. A new Scottish Health Council has been established as part of NHS Quality Improvement Scotland, and local advisory councils will also be established in each…",5,DIRECTORS’ REPORT,Governance,False
Grampian-2004-2005:p0005_003,-0.6562403,5.374038,DIRECTORS’ REPORT,"Information Technology, £1.1million on a modular theatre at Woodend Hospital, and £6million on infrastructure projects. Financial targets The Scottish Executive continues to set 3 financial limits at a health board leve…",5,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0006_000,-0.49948204,6.6247144,DIRECTORS’ REPORT,"Performance against financial targets Limit as set Actual Variance by SEHD Out-turn (Over)/Under £000 £000 £000 Revenue Resource limit 609,577 620,351 (10,774) Capital Resource Limit 10,487 10,054 433 Cash Requirement 5…",6,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0006_001,0.77976084,7.1087785,DIRECTORS’ REPORT,Grampian to sustainable financial balance. Payment policy NHS Grampian makes every effort to comply with the principles of the CBI prompt payment code by processing suppliers’ invoices for payment without unnecessary de…,6,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2004-2005:p0006_002,1.0930674,7.4585757,DIRECTORS’ REPORT,"Grampian as a whole, and reflects the partnership approach, which is essential to improving health and health care. The following served as members of Grampian NHS Board during the year: Non-executive members Mr James R…",6,DIRECTORS’ REPORT,Governance,False
Grampian-2004-2005:p0007_000,1.147912,6.973592,MR ALEXANDER SMITH,Executive members Mr Alexander Smith Interim Chief Executive Dr Eric Baijal Director of Public Health (resigned 8 May 2005) Mr David Benton Nurse Director Mr Richard Carey Chief Operating Officer (appointed 1 October 20…,7,MR ALEXANDER SMITH,Governance,False
Grampian-2004-2005:p0007_001,1.3120657,6.821336,MR ALEXANDER SMITH,"as at 31 March 2005, were as follows: Clinical Governance Committee The main duties of the Clinical Governance Committee are as follows: - Systems assurance – to ensure that clinical governance mechanisms are in place a…",7,MR ALEXANDER SMITH,Governance,False
Grampian-2004-2005:p0008_000,1.5241008,7.4417524,STAFF GOVERNANCE COMMITTEE,"Staff Governance Committee The committee has an important role in ensuring consistency of policy and equity of treatment of staff across the local NHS system, including remuneration issues, where they are not already co…",8,STAFF GOVERNANCE COMMITTEE,Financial narrative,False
Grampian-2004-2005:p0008_001,1.4573529,7.4771976,STAFF GOVERNANCE COMMITTEE,"researchers, funders, sponsors, employers, care organisations and professionals on the extent to which proposals for research studies comply with recognised ethical standards. The purpose of a Research Ethics Committee…",8,STAFF GOVERNANCE COMMITTEE,Governance,False
Grampian-2004-2005:p0008_002,1.2878565,7.354935,STAFF GOVERNANCE COMMITTEE,the specific issues of research ethics. The Committee provides ethical advice on clinical guidelines and helps in the development of policies for clinical care where there are ethical issues. The Chair of the Committee…,8,STAFF GOVERNANCE COMMITTEE,Governance,False
Grampian-2004-2005:p0009_000,0.9035467,7.0209026,HUMAN RESOURCES,"Board members’ Interests The register of interests of Board members is held at Summerfield House, 2 Eday Road, Aberdeen and may be inspected by members of the public by contacting the Board Secretary. The non executive…",9,HUMAN RESOURCES,Governance,False
