id,x,y,label,text,page,section,category,highlight
Grampian-2019-2020:p0003_000,9.991831,2.4080253,PERFORMANCE REPORT,Page Performance Report 1 Overview The Accountability Report a) Corporate Governance Report 21 i) Director’s Report 25 ii) Statement of Chief Executive’s responsibilities as the Accountable Officer of the Health Board 2…,3,PERFORMANCE REPORT,Financial narrative,False
Grampian-2019-2020:p0004_000,9.017773,-0.17736328,PERFORMANCE REPORT,"1. Purpose This Overview aims to provide the reader with sufficient information to understand the purpose of the NHS Grampian Board, the key risks to the achievement of its objectives and how it has performed during the…",4,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0004_001,8.786816,-0.41014287,PERFORMANCE REPORT,"of the year, we faced perhaps the most significant challenge that the NHS has had to face, with the WHO Emergency Committee declaring on 30 January 2020 that the COVID-19 outbreak met the criteria for a Public Health Em…",4,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0004_002,8.816329,-0.37422067,PERFORMANCE REPORT,whilst managing the impact of COVID-19. Our response has required and been enabled by whole system co-ordination and collaboration. The strength of our local Health and Social Care Partnerships and the generous support…,4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0005_000,9.146515,-0.12262079,PERFORMANCE REPORT,Living with COVID-19 will be a factor for the foreseeable future and we are redesigning our services to ensure that we can continue to meet the health and social care needs of our population and provide a safe environme…,5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0005_001,9.11535,-0.040498976,PERFORMANCE REPORT,"stakeholders and the people of Grampian expect from us. Finally, I have recently announced my intention to retire and step down as Chief Executive of NHS Grampian at the end of 2020. Such an announcement would not norma…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0006_000,7.6854525,1.856991,PERFORMANCE REPORT,"3. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health care services that people need. We also provi…",6,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0006_001,7.333082,1.7289915,PERFORMANCE REPORT,"our specialist out-patient clinics (2017/18 419,000) and our accident and emergency departments treated 153,000 people (2017/18 153,500). We are the fourth largest health board in Scotland by general funding allocation,…",6,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0006_002,7.9887795,0.47352725,PERFORMANCE REPORT,"which provide the strategic direction for the integration of adult health and social care. The Scottish Government established a new body, Public Health Scotland, on 1 April 2020 in order to support and enable national…",6,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0007_000,8.651087,0.05093765,PERFORMANCE REPORT,"4. Non-Financial Performance NHS Grampian has a performance framework through which a culture of continuous performance improvement is supported. Our vision, proudly working together to improve our health, is supported…",7,PERFORMANCE REPORT,Financial narrative,False
Grampian-2019-2020:p0007_001,8.974175,0.61259615,PERFORMANCE REPORT,"out the performance achieved to the end of March, or the most recent published information, and provided an update on the current position :- Measure Performance Clostridium difficile infections per 12.76 cases per 100,…",7,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0007_002,9.404908,1.0627562,PERFORMANCE REPORT,"Clinical Governance Committee. Each new case is discussed at a weekly multidisciplinary team meeting involving, where appropriate, Infection Prevention and Control Doctor(s), Infection Prevention and Control Nurses, Sur…",7,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0008_000,8.299546,-0.6139273,PERFORMANCE REPORT,4. Non-Financial Performance (cont) Measure Performance 98% of patients should wait no The percentage spending 4 hours or less in an A&E more than 4 hours from arrival to department for the year ending March 2020 was ad…,8,PERFORMANCE REPORT,Financial narrative,False
Grampian-2019-2020:p0008_001,8.295511,-0.57338804,PERFORMANCE REPORT,"in the number of There were 91 patients delayed at the March 2020 patients awaiting discharge from census date compared to 117 in February (99 hospital into a more appropriate March 2019). care setting, once treatment i…",8,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0008_002,8.433682,-0.47188362,PERFORMANCE REPORT,March 2019). Our CAMHS service has undergone a significant redesign and moved to a purpose designed new unit in Aberdeen in June 2019. This has enabled us to improve our performance such that we are now able to offer al…,8,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0009_000,8.180985,-0.71967405,PERFORMANCE REPORT,4. Non-Financial Performance (cont) Measure Performance Cancer Access Times: 31 days At 31 March 2020 95.2% of Cancer patients had from decision to treat (95%) and been seen within the 31 day target and 83.3% within the…,9,PERFORMANCE REPORT,Financial narrative,False
Grampian-2019-2020:p0009_001,8.135734,-0.64267683,PERFORMANCE REPORT,"recovery plan is starting to have a positive impact on the diagnosed patients waiting for surgery, and the rate of rise of predicted undiagnosed patients has slowed as primary care referral rates have recovered to almos…",9,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0009_002,8.263773,-0.6326692,PERFORMANCE REPORT,"numbers waiting have increased significantly during April and May 2020. 25 Mar 2019 15 Mar 2020 27 April 2020 11 May 2020 12,745 6,694 9,592 11,391 Outpatients 4,919 4,432 6,134 7,136 Inpatient/Daycase In terms of our r…",9,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0010_000,8.637125,0.32515007,PERFORMANCE REPORT,"OVERVIEW (cont) 4. Non-Financial Performance (cont) The Board’s non-financial performance measures focus on the characteristics, of the Healthcare Quality Strategy for NHS Scotland, which demonstrate that the system is…",10,PERFORMANCE REPORT,Financial narrative,False
Grampian-2019-2020:p0010_001,9.210575,0.11269849,PERFORMANCE REPORT,details of the Board’s performance against priority performance measures agreed with the SGHSCD can be accessed on the NHS Performs Scotland website at the following link https://www.nhsperforms.scot/ 5. Risk and Uncert…,10,PERFORMANCE REPORT,Governance,False
Grampian-2019-2020:p0010_002,9.113329,0.04570428,PERFORMANCE REPORT,continuity of services arising from the uncertainty regarding the arrangements for the withdrawal of the UK from the European Union. The Strategic Risk Register also highlights the mitigation measures and controls that…,10,PERFORMANCE REPORT,Clinical performance,False
Grampian-2019-2020:p0011_000,8.418,-0.013850617,PERFORMANCE REPORT,"The Strategy sets out the direction, ambitions and high-level priorities for supporting staff in the planning and delivery of safe, high quality, person-centred and sustainable clinical services over the next five years…",11,PERFORMANCE REPORT,Clinical performance,False
