id,x,y,label,text,page,section,category,highlight
Grampian-2023-2024:p0002_000,1.3789417,8.142223,PERFORMANCE REPORT,Page Performance Report 2 a) Overview 9 b) Performance Analysis The Accountability Report a) Corporate Governance Report 38 i) Directors’ Report 43 ii) Statement of Chief Executive’s responsibilities as the Accountable…,2,PERFORMANCE REPORT,Financial narrative,False
Grampian-2023-2024:p0003_000,-1.8078456,6.5225873,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW 1. Purpose This Overview aims to provide the reader with sufficient information to understand the purpose of the NHS Grampian, the key risks to the achievement of its objectives and how it…",3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2023-2024:p0003_001,-1.825677,6.7853065,PERFORMANCE REPORT,in communities across Grampian have done and continue to do to support each other and NHS Grampian and all those providing care services on our behalf. I would like to express my thanks and appreciation to all colleague…,3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2023-2024:p0003_002,-1.6220995,6.796248,PERFORMANCE REPORT,"the last 12 months we have progressed in delivering our Plan for the Future (2022- 2028). Together with our colleagues, partners and the public we are committed to planning for a better future and transforming our servi…",3,PERFORMANCE REPORT,Clinical performance,False
Grampian-2023-2024:p0004_000,-1.2262616,6.633287,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW The financial challenges NHS Grampian faced in 2023/24 are highlighted in the Annual Report and Accounts for this year. The Accounts show a small underspend against the revenue budget, but…",4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2023-2024:p0004_001,-1.1976047,6.4858513,PERFORMANCE REPORT,engaging widely with colleagues across the system. The purpose of this programme is to deliver short term efficiency savings and over the medium to longer term work on how we transform services and pathways of care to m…,4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2023-2024:p0004_002,-1.3617066,6.4694676,PERFORMANCE REPORT,"able to balance our revenue budget and have relied on using one-off income, savings and additional funding to support the financial position. These income and savings will unfortunately not be available in future years,…",4,PERFORMANCE REPORT,Financial narrative,False
Grampian-2023-2024:p0005_000,0.48150164,6.812535,PERFORMANCE REPORT,"PERFORMANCE REPORT A OVERVIEW 3. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health care services t…",5,PERFORMANCE REPORT,Governance,False
Grampian-2023-2024:p0005_001,0.4418962,6.690855,PERFORMANCE REPORT,"by general funding allocation. Services are delivered based on a portfolio management structure covering Family services, Surgical and Clinical Support Services, Medical and Unscheduled Care, Mental Health and wellbeing…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2023-2024:p0006_000,-1.4400947,6.6962337,PERFORMANCE REPORT,PERFORMANCE REPORT A OVERVIEW 4. Delivering Healthcare – Finding Balance NHS Grampian’s Delivery Plan which was adopted by the Board in August 2023. The Delivery Plan covering the period August 2023 to March 2026 has be…,6,PERFORMANCE REPORT,Governance,False
Grampian-2023-2024:p0006_001,-1.3438607,6.5502934,PERFORMANCE REPORT,Grampian was unable to set a balanced budget for this financial year and is expected to be the case in the medium term. This is a consequence of the ongoing pressures experienced in the health and care system and the ne…,6,PERFORMANCE REPORT,Financial narrative,False
