id,x,y,label,text,page,section,category,highlight
Shetland-2018-2019:p0002_000,8.870068,-1.7853683,Unknown,INDEX PERFORMANCE REPORT ................................................................................. 1-16 THE ACCOUNTABILITY REPORT ....................................................... ............ 17-35 INDEPE…,2,Unknown,Governance,False
Shetland-2018-2019:p0003_000,12.341267,-1.8700914,PERFORMANCE REPORT,"PERFORMANCE REPORT 1. Chief Executive’s Statement 2018-19 has been a year of significant service delivery challenges for NHS Shetland. However, despite a number of noticeable workforce challenges, arising from vacancies…",3,PERFORMANCE REPORT,Clinical performance,False
Shetland-2018-2019:p0003_001,11.910661,-1.9264982,PERFORMANCE REPORT,"was approved by the IJB in March 2019. In particular, 2018-19 has seen even greater pressure across our workforce with significant vacancies in senior medical roles in both Primary and Secondary care. This has resulted…",3,PERFORMANCE REPORT,Clinical performance,False
Shetland-2018-2019:p0003_002,12.659131,-1.7363052,PERFORMANCE REPORT,"the early results from the work undertaken as a consequence of scenario planning workshops in early 2018. We would like to thank our previous Chief Executive, Ralph Roberts, who was in post until 21 April 2019, for his…",3,PERFORMANCE REPORT,Clinical performance,False
Shetland-2018-2019:p0004_000,12.561125,-1.7338564,DIRECTLY PROVIDED HEALTHCARE,"the residents of Shetland Islands as outlined in Table 1, on page 2. This includes NHS Shetland directly providing health care services from 15 sites across Shetland. Several of these services are co-located across our…",4,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0004_001,12.245291,-1.9554095,DIRECTLY PROVIDED HEALTHCARE,"Health Service Golden Jubilee, Orthopaedic Services Public Health Tertiary Specialist Services NHS Boards form a local health system, with single governing boards responsible for improving the health of their local popu…",4,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0004_002,12.331381,-1.9946214,DIRECTLY PROVIDED HEALTHCARE,"patient;  continuously redesign services where appropriate, in partnership, to ensure a modern sustainable local health service;  provide best value for resources and deliver financial balance; and  ensure sufficient…",4,DIRECTLY PROVIDED HEALTHCARE,Financial narrative,False
Shetland-2018-2019:p0005_000,12.678435,-1.4983824,DIRECTLY PROVIDED HEALTHCARE,"Resultant areas of redesign can be seen in Section 5 below and is also incorporated into the recently agreed Joint Strategic Commissioning Plan 2019-22. In 2018-19 NHS Shetland has made the repatriation of services, and…",5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0005_001,12.321911,-1.5243471,DIRECTLY PROVIDED HEALTHCARE,"in Shetland as the IJB and Shetland Islands Council (SIC) on a number of projects. The most significant area has been implementing our joint strategic commissioning plan, continuing to support the work done to shift the…",5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0005_002,12.461434,-1.3401989,DIRECTLY PROVIDED HEALTHCARE,"agreed by the IJB in March 2019, NHS Shetland in April 2019 and SIC in May 2019. The plan sets out our shared Shetland Health and Care Vision which is that by 2025 everyone is supported in their community to live longer…",5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0005_005,12.447962,-1.6286203,DIRECTLY PROVIDED HEALTHCARE,"The IJB is required to have regard to the national health and wellbeing outcomes, the integration delivery principles, and the needs of localities within Shetland. The relevant delegated services are:  Social Work Func…",5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0005_006,11.857707,-1.3059318,DIRECTLY PROVIDED HEALTHCARE,"relating to an addiction or dependence on any substance.  Community Health Services: District nursing, services relating to addiction or dependence on any substance, services provided by allied health professionals, pu…",5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0005_007,12.192499,-1.3601303,DIRECTLY PROVIDED HEALTHCARE,not been delegated to IJB. Further information on health and social care integration can be accessed through the link below: http://www.shetland.gov.uk/Health_Social_Care_Integration/default.asp,5,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2018-2019:p0006_000,12.009805,-1.7050607,RISK AND UNCERTAINTY,"The Board’s 2018-19 Annual Operating Plan ( AOP ) summarised the key risks facing NHS Shetland in future years, the actions to be taken to mitigate these, and the KPIs that will be used to measure progress. Performance…",6,RISK AND UNCERTAINTY,Governance,False
Shetland-2018-2019:p0006_001,11.670785,-1.4829789,RISK AND UNCERTAINTY,"quality services with ambitious improvement targets and standards, while also living within the financial realities facing the public sector. This reflects the need for Health and Social Care Partnerships to develop a J…",6,RISK AND UNCERTAINTY,Financial narrative,False
Shetland-2018-2019:p0006_002,12.033512,-2.078719,RISK AND UNCERTAINTY,"risk and, in particular, the risk of harm to patients; - create a culture of continuous improvement; - enable a positive approach to risk management; - develop and promote policies and procedures that support practition…",6,RISK AND UNCERTAINTY,Governance,False
Shetland-2018-2019:p0006_003,12.839142,-1.723698,RISK AND UNCERTAINTY,Shetland has:  engaged international recruitment specialists via NHS Scotland initiatives;  created a remote and rural GP recruitment hub that Shetland is hosting in partnership with three other North of Scotland Boar…,6,RISK AND UNCERTAINTY,Strategy / narrative,False
Shetland-2018-2019:table_p0007,-3.2146127,-7.938795,PERFORMANCE ANALYSIS,Financial table on page 7 (Property) Contains 14 line items across 4 columns. Row labels: yearagainsttheselimitswasasfollowson. Key items: yearagainsttheselimitswasasfollowson | page5:; Limitassetby | ActualOutturn | Va…,7,PERFORMANCE ANALYSIS,Financial table,False
Shetland-2018-2019:table_p0008,-3.2347527,-7.904053,PERFORMANCE ANALYSIS,Financial table on page 8 (Staff Costs) Contains 5 line items across 4 columns. Row labels: Table2:AnalysisofNHSShetlandshiftingthebalanceofcare; 2018-19; 2017-18; Movement. Key items: Acute | Community | SupportService…,8,PERFORMANCE ANALYSIS,Financial table,False
Shetland-2018-2019:table_p0009,-2.9573176,-7.682181,2018-19 HEALTH EXPENDITURE,Financial table on page 9 (Unknown) Contains 19 line items across 5 columns. Row labels: 10%. Key items: 2 | 017-18 | HealthExpen | diture; 141% | OffIslandAcuteServices; 10% | 234%. Table (header-injected facts): - 10%…,9,2018-19 HEALTH EXPENDITURE,Financial table,False
Shetland-2018-2019:p0010_000,7.7679634,0.13056003,CAPITAL RESOURCE LIMIT,The Board’s gross expenditure on capital assets during 2018-19 was £699k which is £6k below the approved capital resource limit (equivalent to 1%). This compares to the Board’s gross expenditure on capital assets during…,10,CAPITAL RESOURCE LIMIT,Financial narrative,False
Shetland-2018-2019:p0010_001,8.111397,0.0908125,CAPITAL RESOURCE LIMIT,"interest in the Shetland IJB of £453k. These figures have been excluded from the financial commentary below as they represent only 5% of the total assets. The Board’s net assets,",10,CAPITAL RESOURCE LIMIT,Financial narrative,False
Shetland-2018-2019:p0010_002,7.816385,0.28062743,CAPITAL RESOURCE LIMIT,"excluding Endowments and IJB, at 31 March 2019 stood at £21,682k compared with £22,019k at 31 March 2018. This represents a decrease of £337k. The two principal causes of this in year movement are: 1. Net value of prope…",10,CAPITAL RESOURCE LIMIT,Strategy / narrative,False
Shetland-2018-2019:p0010_003,8.412956,0.6195527,CAPITAL RESOURCE LIMIT,"estimated future liabilities associated with premature retirements, Note 13a . 2. £1,417k relating to the Board’s proportion of NHS Scotland’s overall total long term risk share agreement in respect of CNORIS liabilitie…",10,CAPITAL RESOURCE LIMIT,Governance,False
Shetland-2018-2019:table_p0011,-3.0017314,-7.7968545,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,Financial table on page 11 (Unknown) Contains 15 line items across 5 columns. Column headers: Compliance | Movement | NationalTarget | 2018-19 | 2017-18. Row labels: ×; ; (1); ; ×. Key items: × |  | 18weeksfromGPrefe…,11,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,Financial table,False
Shetland-2018-2019:p0012_000,12.793233,-1.5822706,REPATRIATION OF SERVICES TO SHETLAND,Summary highlights of some key events and achievements at NHS Shetland during 2018-19 Repatriation of services to Shetland Shifting the Balance of Care The Gilbert Bain Hospital had a new tele-health suite in the out-pa…,12,REPATRIATION OF SERVICES TO SHETLAND,Strategy / narrative,False
Shetland-2018-2019:p0012_001,12.85959,-1.4423395,REPATRIATION OF SERVICES TO SHETLAND,island appointments the IJB and SIC as outlined below: the role of the Intermediate Care Team continues to expand. In March an additional dedicated tele-health facility was also installed for the The intermediate oncolo…,12,REPATRIATION OF SERVICES TO SHETLAND,Strategy / narrative,False
Shetland-2018-2019:p0012_002,12.985861,-1.2816278,REPATRIATION OF SERVICES TO SHETLAND,"without leaving their island to Gilbert Bain and UK mainland hospital or care hospitals. centre Repatriating Vascular Surgery to Shetland  return home from In September 2018, Ms Beatrix Weber, Consultant Surgeon, and t…",12,REPATRIATION OF SERVICES TO SHETLAND,Strategy / narrative,False
Shetland-2018-2019:p0012_003,13.011529,-1.3073809,REPATRIATION OF SERVICES TO SHETLAND,"midwives have undertaken over the last year. The event showcased nine Prevention has examples of the improvements to patient care that had been implemented. expanded from Shetland school nurse Keri Ratter, in addition t…",12,REPATRIATION OF SERVICES TO SHETLAND,Clinical performance,False
Shetland-2018-2019:p0012_004,13.0005,-1.4190813,REPATRIATION OF SERVICES TO SHETLAND,"improved Recognition Award honoured persistent work in enhancing patient care. strength and Medical Symposiums balance, to On 31 May 2018, sponsored by Shetland Health Board Endowment Fund, over increase self 100 Clinic…",12,REPATRIATION OF SERVICES TO SHETLAND,Governance,False
Shetland-2018-2019:table_p0013,-2.904599,-7.795827,SUMMARY ANALYSIS OF CLINICAL KEY PERFORMANCE STATISTICS,Financial table on page 13 (Unknown) Contains 54 line items across 1 columns. Column headers: SummaryAnalysisofClinicalKeyPerformanceStatistics. Row labels: PrimaryCare; ThestatisticsinthetablearefromtheScottishGovernme…,13,SUMMARY ANALYSIS OF CLINICAL KEY PERFORMANCE STATISTICS,Financial table,False
Shetland-2018-2019:p0014_000,12.943322,-2.4500303,UNSCHEDULED CARE,"community setting rather than a rapid discharge to avoid delay figures, which would otherwise result in more inappropriate use of residential care. The Professional Alliance is now starting work to look at how we can ma…",14,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0014_001,12.912167,-2.5295253,UNSCHEDULED CARE,no significant disruption and has systems in place to actively monitor and manage services through periods of severe weather. Waiting Times Targets – Secondary Care During 2018-19 the Board attempted to maintain its his…,14,UNSCHEDULED CARE,Governance,False
Shetland-2018-2019:p0014_002,12.867888,-2.520235,UNSCHEDULED CARE,were 264 out-patients waiting longer than 12 weeks compared to 229 at 31 March 2018. Of these new out-patients there were 72 patients waiting longer than 26 weeks for their first appointment which is slightly up on the…,14,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0014_003,12.482028,-2.5207534,UNSCHEDULED CARE,a high of 89.7% in May. The overall annual average performance at 83.6% in 2018-19 is lower than the 2017-18 performance of 84.1%. In respect of patients waiting less than six weeks for one or more of the eight key diag…,14,UNSCHEDULED CARE,Clinical performance,False
Shetland-2018-2019:p0014_004,12.524787,-2.526741,UNSCHEDULED CARE,NHS Grampian did not maintain 100% compliance with the 62-day Treatment Target for all twelve months as 12 patients treatment time exceeded 62 days. Access to diagnostic service provided by NHS Grampian was a principle…,14,UNSCHEDULED CARE,Clinical performance,False
Shetland-2018-2019:p0015_000,12.947201,-2.2305598,UNSCHEDULED CARE,continue to experience significant risks in sustaining performance. The delivery of waiting times targets has been supported by our Performance Management Framework. Performance systems continue to be developed at every…,15,UNSCHEDULED CARE,Clinical performance,False
Shetland-2018-2019:p0015_001,13.030657,-2.0787005,UNSCHEDULED CARE,"among the best in Scotland, reflecting the high quality of life in Shetland, as well as the quality of local services. For men, the life expectancy at birth, using the three-year rolling average for 2015-17, increased t…",15,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0015_002,13.1323805,-2.23487,UNSCHEDULED CARE,for these areas of work are difficult to measure on a short term (annual) basis. Health protection and emergency planning (resilience) work has also continued including both strategic planning and reactive work dealing…,15,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0015_003,13.290397,-2.231529,UNSCHEDULED CARE,"at 14.6% in 2018-19, the same as last year, however we know that the accuracy and completeness of data recorded on EMIS (the GP data collection system) is improving. Tackling smoking is multi-factorial requiring multi-a…",15,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0015_004,13.4048,-2.402907,UNSCHEDULED CARE,153 ABIs were undertaken against a target of 261. This reflects a lack of activity in the primary care setting (where only 8 were undertaken). The latest national data for alcohol-related admissions shows that the rate…,15,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0016_000,13.639128,-2.44148,UNSCHEDULED CARE,least deprived. 75.5% and 76.3% had booked in the other two centiles. It should be noted that there has been an issue with the date of delivery overwriting the date of booking for some babies born in Aberdeen (this has…,16,UNSCHEDULED CARE,Strategy / narrative,False
Shetland-2018-2019:p0016_001,13.713105,-2.3482485,UNSCHEDULED CARE,"2008- 09; there was a peak in 2014-15 of 27.2% and the rate had reduced again to 25.3% in 2017-18. In order to have an impact on Primary 1 children, risk of overweight and obesity needs to be identified early enough for…",16,UNSCHEDULED CARE,Strategy / narrative,False
