id,x,y,label,text,page,section,category,highlight
Shetland-2021-2022:p0002_000,7.8905816,5.7710195,31 MARCH 2022,Table of Contents Annual Accounts and Notes for Year Ended 31 March 2022 ..................................... 1 Performance Overview Report ..............................................................................…,2,31 MARCH 2022,Financial narrative,False
Shetland-2021-2022:p0002_001,7.784369,5.7628837,31 MARCH 2022,75 Reporting on other requirements .......................................................................... 76 Shetland NHS Board Statements and Summaries ................................................... 78 Stateme…,2,31 MARCH 2022,Governance,False
Shetland-2021-2022:p0003_000,7.8040957,5.7544303,31 MARCH 2022,Basis of Consolidation .......................................................................................... 90 Note 2—Notes to the Cash Flow Statement ....................................................... 104 No…,3,31 MARCH 2022,Financial narrative,False
Shetland-2021-2022:p0004_000,7.260944,9.89559,PERFORMANCE OVERVIEW REPORT,"Annual Accounts and Notes for Year Ended 31 March 2022 Performance Overview Report Section 1—Chief Executive’s Statement NHS Shetland contended with Covid-19 once again throughout 2021–22, as new variants arose and the…",4,PERFORMANCE OVERVIEW REPORT,Financial narrative,False
Shetland-2021-2022:p0004_001,7.6802373,10.541862,PERFORMANCE OVERVIEW REPORT,"better for many, many people across the islands during difficult times. Waves of the Delta and Omicron variants of Covid-19 reached Shetland’s shores in 2021–22, testing the resolve of a community and a health and care…",4,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0004_002,7.724932,10.551169,PERFORMANCE OVERVIEW REPORT,"through 2021–22. Vaccinations have offered a significant defence against Covid-19 and so brought hope for some kind of return to normality. The vaccination roll-out grew steadily wider and wider, as first the most elder…",4,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0005_000,7.1167536,9.81925,PERFORMANCE OVERVIEW REPORT,"pandemic—though all treatments can now be performed under pre-pandemic hygiene guidance, other important factors, such as physical distancing, infection control measures, and the impact of self-isolation on the workforc…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0005_001,7.139252,9.388628,PERFORMANCE OVERVIEW REPORT,"local cataract and orthopaedic procedures during a three-month period. Patients from both Shetland and Orkney were treated , bringing substantial reductions in waiting lists in both communities for joint replacements an…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0005_002,7.296891,9.110028,PERFORMANCE OVERVIEW REPORT,"as well as their friends, their families, and their workplaces, to support one another. Working across sectors is a vital element of providing health and care services in such a remote and rural location, and NHS Shetla…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0005_003,7.150558,8.953859,PERFORMANCE OVERVIEW REPORT,"endeavoured in 2021–22 to keep staff wellbeing top of mind, through existing policy frameworks and a number of creative initiatives. Managers have encouraged employees to make full use of annual leave, to allow for rest…",5,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0006_000,7.2736683,9.175969,PERFORMANCE OVERVIEW REPORT,"apps that support mental health and improved sleep; fun challenges around sustainable, active travel to work; and free online events hosted by wellbeing experts. Local services also play a key role in supporting staff i…",6,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0006_001,7.3120217,9.119362,PERFORMANCE OVERVIEW REPORT,"was again necessary to engage higher-cost locums in 2021–22, and NHS Shetland is committed to finding creative, sustainable ways to reduce reliance on temporary staff. Concerns around this expenditure should not devalue…",6,PERFORMANCE OVERVIEW REPORT,Financial narrative,False
Shetland-2021-2022:p0007_000,7.4066753,9.302873,PERFORMANCE OVERVIEW REPORT,"This overview will give the reader a summary of what an NHS Board does. It will also describe the nature of NHS Shetland, our purpose, the key risks to the achievement of our objectives , and our performance during 2021…",7,PERFORMANCE OVERVIEW REPORT,Governance,False
Shetland-2021-2022:p0007_001,7.297616,9.387311,PERFORMANCE OVERVIEW REPORT,improving and protecting the health of the local people; - providing an improved health service for local people; - focusing clearly on health outcomes and people’s experience of their local NHS system; - promoting inte…,7,PERFORMANCE OVERVIEW REPORT,Clinical performance,False
Shetland-2021-2022:p0008_000,7.3089623,9.449964,FIGURE 1—MAP OF SHETLAND,"Figure 2 below outlines a summary structure of NHS Shetland’s organisational structure. The detailed organisational management structure for NHS Shetland is available on our website, along with the organisational govern…",8,FIGURE 1—MAP OF SHETLAND,Strategy / narrative,False
Shetland-2021-2022:p0009_000,7.5399437,10.013224,DIRECTLY PROVIDED HEALTHCARE,"services from partners. - Table 1—NHS Shetland at a glance Directly Provided Healthcare Commissioned Healthcare Services 8 General Practitioner (GP) Practices 2 GP Practices with 3,553 registered with 19,420 registered…",9,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2021-2022:p0009_001,7.737734,10.447354,DIRECTLY PROVIDED HEALTHCARE,and Social Care Covid-19 re-mobilisation response was submitted to Scottish Government on 26 February 2021. It was formally approved by the Scottish Government on 2 April 2021. This was NHS Shetland’s Remobilisation Pla…,9,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
Shetland-2021-2022:p0010_000,8.983112,9.414086,DIRECTLY PROVIDED HEALTHCARE,"tackle waiting lists and to ensure care was in the right place. - Section 3—Risk and Uncertainty The Board and the Governance Committees have continued to monitor risk throughout 2021–22, with the Risk Management Commit…",10,DIRECTLY PROVIDED HEALTHCARE,Governance,False
Shetland-2021-2022:p0010_001,8.9750185,9.601455,DIRECTLY PROVIDED HEALTHCARE,NHS Shetland 2021–22 Strategic Risk Register The top risks in NHS Shetland 2021–22 Corporate Risk Register are summarised in Table 2 below. The principal recurring themes amongst these risks are: - Cyber security; - Wor…,10,DIRECTLY PROVIDED HEALTHCARE,Strategy / narrative,False
