id,x,y,label,text,page,section,category,highlight
Grampian-2017-2018:p0003_000,10.222764,6.572091,PERFORMANCE REPORT,Page Performance Report 1 1 a) Overview 4 b) Performance Analysis The Accountability Report 22 a) Corporate Governance Report 22 i) Director’s Report 22 ii) Statement of Chief Executive’s responsibilities as the Account…,3,PERFORMANCE REPORT,Financial narrative,False
Grampian-2017-2018:p0004_000,7.3778987,6.668011,PERFORMANCE REPORT,"1. Statement from the Chief Executive As we report on another challenging year for NHS Grampian (the Board), I think it’s very fitting for me to express my thanks and appreciation to all our staff and partners for their…",4,PERFORMANCE REPORT,Governance,False
Grampian-2017-2018:p0004_001,7.10779,6.4173007,PERFORMANCE REPORT,helping us develop workable solutions to successfully meet our challenges throughout the year. It is the professionalism and commitment of our staff that made our achievements possible and underpinned the delivery of hi…,4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0004_002,7.128308,6.3581367,PERFORMANCE REPORT,"Health and Care Hub is due to open in August 2018 and design work is well advanced for the new Baird Family Hospital and the Anchor Centre, with construction of enabling works due to start on site in October 2018. We ar…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0004_003,7.3383465,6.3814793,PERFORMANCE REPORT,of Scotland we’re driving forward collaboration of six NHS boards with all Boards reaching agreement on a draft Regional Delivery Plan which was submitted to the Scottish Government for approval in March 2018. We’re inc…,4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0004_004,7.5010405,6.315643,PERFORMANCE REPORT,"Through the IJB’s we have continued to support investment in Primary, Community and Social Care, in both revenue and capital terms, strengthening the multidisciplinary team approach and encouraging greater involvement o…",4,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0005_000,7.5682817,6.632471,PERFORMANCE REPORT,"2. Background and Principal Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health care services that people need. We also provi…",5,PERFORMANCE REPORT,Governance,False
Grampian-2017-2018:p0005_001,7.7130413,5.457417,PERFORMANCE REPORT,"our accident and emergency departments treated 152,000 people. We are the fourth largest health board in Scotland by general funding allocation, and our services are delivered through an Acute Sector, a Mental Health Se…",5,PERFORMANCE REPORT,Governance,False
Grampian-2017-2018:p0005_002,7.591667,7.0689716,PERFORMANCE REPORT,"The IJB’s are legally constituted cross sector bodies providing a focus for NHS Grampian to work in partnership with other agencies, including Local Authorities and Primary Healthcare contractors, in the provision of in…",5,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0005_003,7.6545706,6.996346,PERFORMANCE REPORT,"caring, listening and improving. These values are embedded in everything we do in making the vision a reality. The Board’s performance measures focus on the Care Quality Commission’s characteristics of a high performing…",5,PERFORMANCE REPORT,Governance,False
Grampian-2017-2018:p0006_000,6.356329,7.3966603,PERFORMANCE REPORT,"In terms of the Board’s capacity to meet rising demand we continue to make every attempt to address the challenges arising from factors such as theatre nurse capacity, winter pressures on available beds and critical car…",6,PERFORMANCE REPORT,Governance,False
Grampian-2017-2018:p0006_001,6.3817964,7.643246,PERFORMANCE REPORT,"from hospital into a date, down 7.8% from January. A smaller decrease of 2.8% more appropriate care setting, once was recorded across Scotland. In February patients spent treatment is complete. 3751 bed days delayed, a…",6,PERFORMANCE REPORT,Clinical performance,False
Grampian-2017-2018:p0006_002,6.729048,7.7885838,PERFORMANCE REPORT,seen within 62 days from urgent referral with 62 days of referral. Both lower than the Scotland position of suspicion of cancer (95%) 94.5% and 87.1% respectively. The Board has fully assessed the demand and capacity ch…,6,PERFORMANCE REPORT,Governance,False
