id,x,y,label,text,page,section,category,highlight
Grampian-2010-2011:p0002_000,3.2559438,10.595318,Unknown,Contents Page 1 6 12 17 18 21 23 24 25 26 2? 29 16 Directors’ Report Operating and Financial Review Remuneration Report Statement of the Chief Executive’s Responsibilities as the Accountable Officer of the Health Board…,2,Unknown,Financial narrative,False
Grampian-2010-2011:p0003_000,3.7420502,10.621631,DIRECTORS’ REPORT,GRAMPIAN HEALTH BOARD - ANNUAL ACCOUNTS DIRECTORS’ REPORT Naming Convention NHS Grampian is the common name of Grampian Health Board. Principal activities and review of the business and future developments The informati…,3,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2010-2011:p0003_001,3.7606251,10.136072,DIRECTORS’ REPORT,"is reproduced on page 76 of these accounts. The statement of the accounting policies, which have been adopted, is shown at Note 1 to the Accounts. Appointment of Auditors The Public Finance and Accountability (Scotland)…",3,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2010-2011:p0003_002,4.035602,9.632486,DIRECTORS’ REPORT,and Financial Review on page 6. Board members are selected and appointed through the public appointment process on the basis of their current organisational roles and particular expertise which enables them to contribut…,3,DIRECTORS’ REPORT,Financial narrative,False
Grampian-2010-2011:p0004_000,4.408311,10.439368,EXECUTIVE MEMBERS,Executive Members Mr Richard Carey Chief Executive Dr Roelf Dijkhuizen Medical Director Mr Alan Gail Director of Finance and Deputy Chief Executive Mr Mark Sinclair Director of Human Resources and Strategic Change (to 9…,4,EXECUTIVE MEMBERS,Financial narrative,False
Grampian-2010-2011:p0004_001,5.662638,10.371127,EXECUTIVE MEMBERS,"other relationship, which they felt could influence, or could be seen to influence, the exercise of their judgement. During the year, no Board Member had to exempt themselves from any decision because of such a relation…",4,EXECUTIVE MEMBERS,Governance,False
Grampian-2010-2011:p0004_002,5.7489514,10.538928,EXECUTIVE MEMBERS,is not an integral part of the annual accounts and is displayed on the NHS Grampian website at www.nhsgrampian.org Payment Policy NHS Grampian is committed to supporting the Scottish Government in helping businesses dur…,4,EXECUTIVE MEMBERS,Financial narrative,False
Grampian-2010-2011:p0005_000,3.995342,9.617399,CORPORATE GOVERNANCE,Corporate Governance Grampian NHS Board meets regularly throughout the year to progress the business of NHS Grampian. The Board has adopted a schedule of matters reserved for its decision and is supported by the work of…,5,CORPORATE GOVERNANCE,Governance,False
Grampian-2010-2011:p0005_001,3.7340207,9.738437,CORPORATE GOVERNANCE,"services. Membership: Mr Charles Muir (Chair), Councillor Lee Bell, Professor Neva Haites, Mr Terry Mackie, Professor Valerie Maehle, Mr Michael Scott and a public representative. Audit Committee The Audit Committee mee…",5,CORPORATE GOVERNANCE,Governance,False
Grampian-2010-2011:p0005_002,3.9135687,9.804584,CORPORATE GOVERNANCE,"system, including remuneration issues, where they are not already covered by existing arrangements at national level. The Committee also oversees the implementation of the five staff governance standards and plans to ac…",5,CORPORATE GOVERNANCE,Governance,False
Grampian-2010-2011:p0006_000,4.1398215,9.357436,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,"The Committees comprise lay members, expert members, nurses, other clinicians, pharmacists and research scientists Committee 1 Chair: Dr Angus Thomson (to 30 June 2011); Professor Siladitya Bhattacharya, Consultant in O…",6,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,Governance,False
Grampian-2010-2011:p0006_001,4.063944,9.411605,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,"and extensive staff, clinical, management and public representation. Discipline Committee The Discipline Committee investigates matters relating to services provided by family health service practitioners and comprises…",6,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,Governance,False
Grampian-2010-2011:p0006_002,4.3969626,9.678001,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,care and public health; non medical clinicians; a non executive member of Grampian NHS Board; a member of the public; and members with expertise in ethics/philosophy and theology. _ eHealth Committee: Chairperson: Counc…,6,PATIENT FOCUS AND PUBLIC INVOLVEMENT COMMITTEE,Governance,False
