query_id,k,answer_type,num_variants,expected_pages,recall_at_k,precision_at_k,mrr_at_k,top_pages
Q_2023_FIN_01,1,number,1,[23],0.0,0.0,0.0,[25]
Q_2023_FIN_01,3,number,1,[23],1.0,0.3333333333333333,0.3333333333333333,"[25, 45, 23]"
Q_2023_FIN_01,5,number,1,[23],1.0,0.2,0.3333333333333333,"[25, 45, 23, 148, 20]"
Q_2023_FIN_01,10,number,1,[23],1.0,0.125,0.3333333333333333,"[25, 45, 23, 148, 20, 4, 78, 79]"
Q_2023_FIN_02,1,number,1,[23],1.0,1.0,1.0,[23]
Q_2023_FIN_02,3,number,1,[23],1.0,0.3333333333333333,1.0,"[23, 121, 24]"
Q_2023_FIN_02,5,number,1,[23],1.0,0.2,1.0,"[23, 121, 24, 27, 19]"
Q_2023_FIN_02,10,number,1,[23],1.0,0.1111111111111111,1.0,"[23, 121, 24, 27, 19, 20, 113, 22, 114]"
Q_2023_FIN_03,1,number,2,[23],1.0,1.0,1.0,[23]
Q_2023_FIN_03,3,number,2,[23],1.0,0.3333333333333333,1.0,"[23, 27, 24]"
Q_2023_FIN_03,5,number,2,[23],1.0,0.25,1.0,"[23, 27, 24, 121]"
Q_2023_FIN_03,10,number,2,[23],1.0,0.14285714285714285,1.0,"[23, 27, 24, 121, 22, 21, 95]"
Q_2023_FIN_04,1,number,1,[23],0.0,0.0,0.0,[29]
Q_2023_FIN_04,3,number,1,[23],0.0,0.0,0.0,"[29, 148, 126]"
Q_2023_FIN_04,5,number,1,[23],1.0,0.2,0.2,"[29, 148, 126, 45, 23]"
Q_2023_FIN_04,10,number,1,[23],1.0,0.1111111111111111,0.2,"[29, 148, 126, 45, 23, 141, 147, 35, 125]"
Q_2023_FIN_05,1,number,1,[23],1.0,1.0,1.0,[23]
Q_2023_FIN_05,3,number,1,[23],1.0,0.3333333333333333,1.0,"[23, 27, 19]"
Q_2023_FIN_05,5,number,1,[23],1.0,0.2,1.0,"[23, 27, 19, 138, 118]"
Q_2023_FIN_05,10,number,1,[23],1.0,0.125,1.0,"[23, 27, 19, 138, 118, 24, 121, 25]"
Q_2023_FIN_06,1,number,1,[23],1.0,1.0,1.0,[23]
Q_2023_FIN_06,3,number,1,[23],1.0,0.3333333333333333,1.0,"[23, 24, 27]"
Q_2023_FIN_06,5,number,1,[23],1.0,0.2,1.0,"[23, 24, 27, 21, 114]"
Q_2023_FIN_06,10,number,1,[23],1.0,0.1,1.0,"[23, 24, 27, 21, 114, 138, 19, 113, 22, 121]"
Q_2023_FIN_07,1,number,1,[25],1.0,1.0,1.0,[25]
Q_2023_FIN_07,3,number,1,[25],1.0,0.3333333333333333,1.0,"[25, 24, 148]"
Q_2023_FIN_07,5,number,1,[25],1.0,0.25,1.0,"[25, 24, 148, 20]"
Q_2023_FIN_07,10,number,1,[25],1.0,0.14285714285714285,1.0,"[25, 24, 148, 20, 45, 147, 115]"
Q_2023_FIN_08,1,number,1,[25],0.0,0.0,0.0,[27]
Q_2023_FIN_08,3,number,1,[25],1.0,0.3333333333333333,0.5,"[27, 25, 24]"
Q_2023_FIN_08,5,number,1,[25],1.0,0.2,0.5,"[27, 25, 24, 149, 19]"
Q_2023_FIN_08,10,number,1,[25],1.0,0.125,0.5,"[27, 25, 24, 149, 19, 121, 21, 95]"
Q_2023_FIN_P1,1,text,1,[24],0.0,0.0,0.0,[25]
Q_2023_FIN_P1,3,text,1,[24],0.0,0.0,0.0,"[25, 20, 148]"
Q_2023_FIN_P1,5,text,1,[24],0.0,0.0,0.0,"[25, 20, 148, 141, 78]"
Q_2023_FIN_P1,10,text,1,[24],1.0,0.1,0.14285714285714285,"[25, 20, 148, 141, 78, 45, 24, 29, 23, 38]"
Q_2023_SAV_01,1,number,1,[24],0.0,0.0,0.0,[25]
Q_2023_SAV_01,3,number,1,[24],1.0,0.3333333333333333,0.5,"[25, 24, 29]"
Q_2023_SAV_01,5,number,1,[24],1.0,0.2,0.5,"[25, 24, 29, 20, 8]"
Q_2023_SAV_01,10,number,1,[24],1.0,0.1111111111111111,0.5,"[25, 24, 29, 20, 8, 148, 77, 78, 141]"
Q_2023_SAV_02,1,number,1,[24],1.0,1.0,1.0,[24]
Q_2023_SAV_02,3,number,1,[24],1.0,0.3333333333333333,1.0,"[24, 34, 8]"
Q_2023_SAV_02,5,number,1,[24],1.0,0.2,1.0,"[24, 34, 8, 4, 27]"
